Y Lower Quartile	Y Median	Y Mean	X Center	Count	X Mean	Y Std	Y Upper Quartile
-1711.2950574935521	-307.42766747092355	-368.3028919561665	3.6216678344652173	448	3.6213867361955425	1013.5947862848609	285.694139636038
-1189.223235193283	-496.21632330441844	-446.2189728740423	3.660883520739727	832	3.6602481829886253	1378.695507181553	317.6272786650725
-713.0454910401513	34.359377243858034	37.3548866990197	3.700099207014237	2240	3.700704373631933	1074.444486066615	526.0585438115522
-413.54158424987327	160.51248373937597	112.95723658654242	3.7393148932887468	4288	3.740574835713173	954.8771269416952	686.6406385703613
-721.7892076392191	-44.46486277450276	-44.834481151200464	3.778530579563257	5696	3.7776086235370037	1392.8738889630235	592.0472639341642
-359.818346488084	145.85905801670924	190.7189818375384	3.8177462658377666	8640	3.8182918704730104	886.3028535560088	647.6030064417901
-372.0603449337723	163.9621710444626	1.4682198170712102	3.856961952112276	10944	3.8578597289723078	870.0696243786218	573.5533796096643
-372.89089543864065	122.24952422436036	77.55008359237912	3.896177638386786	14976	3.8967986168506896	1015.4651476770631	660.2760748684941
-394.7673185816118	32.23422994946759	8.135700767782904	3.9353933246612955	13056	3.9350719470656794	786.9174265612753	399.2115556028036
-461.6541849393193	-11.629922233951675	-71.59272113770535	3.9746090109358057	15360	3.974291328186536	803.1841007521784	411.859837695014
-383.43359413627695	40.43147192946344	-26.773176769285143	4.013824697210316	19008	4.014450437134044	702.3802008350546	407.80824503467375
-457.6680811772967	8.204659166625788	-86.18059071496077	4.053040383484825	20864	4.052733667658963	816.3483775824644	355.25044900699504
-367.01562551919596	-16.177692422623295	-42.58156776151772	4.092256069759335	22848	4.091964799045953	753.7025239755445	330.2131631654065
-289.6226192767608	14.29743974440862	15.965781004103361	4.131471756033845	23232	4.132060427309471	537.344557028192	319.2333597990619
-229.49964742628435	20.803671460156693	-7.189942662149485	4.170687442308354	35008	4.172416584712308	510.5393558130495	274.15639271974214
-216.2033339987247	-2.488448071950188	-11.274867950537997	4.209903128582864	64064	4.2120148471554835	402.6613298055523	214.0275800950476
-194.26183175736878	-2.3119773212738437	-14.52455563081421	4.249118814857374	91008	4.249713684376194	356.4477253691024	186.01715242794307
-163.8907516766967	5.019805007567811	-3.5474486627769317	4.288334501131884	105792	4.288966339519153	360.3784286261238	169.1462323993419
-159.59568996657708	-0.5612073647171201	-8.037175988426236	4.327550187406394	120704	4.3278159259878075	259.5086886316117	156.24640834907132
-141.42197125932762	2.3762197871055832	-2.7019539516964763	4.366765873680904	115072	4.366414663154471	241.5215037097956	141.26589700598015
-160.75793301139493	-6.948755192781391	-17.99838220368512	4.405981559955413	120768	4.405918194562425	236.11847150873373	128.08687810006268
-127.79500881686909	-0.34289094414634746	-11.370581897558424	4.445197246229924	118208	4.445131285286986	218.89677621267433	112.53760431350565
-106.5142629483853	9.476602382856981	6.075225034273917	4.4844129325044335	111744	4.484036598953743	205.23592290739398	117.13409818117725
-103.68273544234944	4.752379442027632	0.5813121475556008	4.523628618778943	114560	4.523421151244145	189.48852576005004	107.8156386914743
-102.03288191953106	5.275640741263487	4.307447276939141	4.562844305053453	104384	4.562452551959692	187.66596617364982	114.5980527295178
-94.98254130269015	3.1636179280985743	-1.3724571889156223	4.6020599913279625	99712	4.601690776698485	185.020418248898	101.48135728532634
-99.12805124913939	-1.8945590878811345	-6.491412738654298	4.641275677602472	95552	4.6409707353081675	170.67498482294343	95.41961807115331
-92.24209553769106	-5.319269605970476	-0.9985889055417069	4.680491363876982	72512	4.679367747682142	163.75128363372124	90.82405726483375
-81.54010901067295	-3.614385794392547	-2.4007155699975504	4.7197070501514915	60672	4.719627170364151	140.16540976987073	74.69827155892108
-83.63852493526065	-1.2874579779891064	-5.544453405267802	4.758922736426001	60224	4.758583327866532	132.42121034800394	74.75190736391414
-76.43864707106695	0.26457324518923997	-2.670425107919622	4.798138422700512	69696	4.799062268388296	118.2119281383971	69.55794442417027
-73.33267870740565	-2.385328282149203	0.2183473516259719	4.837354108975021	67008	4.836412557225579	115.08444723527947	71.7410331114479
-68.17305060010221	1.8000433078977949	1.699459385297308	4.876569795249531	68224	4.877512071463619	102.72250920952183	71.50776828907328
-59.4928711566572	3.5641082808815554	0.25871279916025086	4.915785481524041	78144	4.915454592680449	96.84077373845673	60.71999324685203
-62.2164292464131	-7.339362043012443	-3.4649998370418227	4.955001167798551	77120	4.9547912849079365	102.67965641190615	60.43082528652849
