Y Mean	X Center	Y Median	Y Lower Quartile	Y Std	Count	Y Upper Quartile	X Mean
nan	3.6216678344652173	nan	nan	nan	0	nan	nan
nan	3.660883520739727	nan	nan	nan	0	nan	nan
nan	3.700099207014237	nan	nan	nan	0	nan	nan
nan	3.7393148932887468	nan	nan	nan	0	nan	nan
nan	3.778530579563257	nan	nan	nan	0	nan	nan
0.02519602245490658	3.8177462658377666	0.025196022454906562	-0.03617695305442584	0.0613729755093324	32768	0.08656899796423896	3.820373642345616
nan	3.856961952112276	nan	nan	nan	0	nan	nan
nan	3.896177638386786	nan	nan	nan	0	nan	nan
-0.05592806300650596	3.9353933246612955	-0.05592806300650594	-0.05592806300650594	2.0816681711721685e-17	16384	-0.05592806300650594	3.940305150896093
-0.13461138669216807	3.9746090109358057	-0.13461138669216807	-0.13461138669216807	0.0	16384	-0.13461138669216807	3.962367126793304
0.04906848178820237	4.013824697210316	0.049068481788202375	0.049068481788202375	6.938893903907228e-18	16384	0.049068481788202375	4.021030471840674
0.06888846181381149	4.053040383484825	0.06888846181381149	0.06888846181381149	0.0	16384	0.06888846181381149	4.058005497054639
0.024616422621226444	4.092256069759335	0.028269703402955346	0.017736727105744022	0.017178912194597402	65536	0.03514939891843777	4.101025649206993
-0.03588432575272456	4.131471756033845	-0.03588432575272455	-0.03588432575272455	6.938893903907228e-18	16384	-0.03588432575272455	4.144383840601223
-0.022536611569133207	4.170687442308354	-0.0225366115691332	-0.0225366115691332	6.938893903907228e-18	16384	-0.0225366115691332	4.169357965634518
0.014202696767527995	4.209903128582864	0.02314305722361841	-0.016971187579493095	0.03730445721757531	81920	0.04280788410732404	4.213293691518627
0.02090793793312527	4.249118814857374	0.011989429643743964	0.00735206255039665	0.03556155146150778	131072	0.03793736078361133	4.252237916366974
-0.012264973495271114	4.288334501131884	-0.016941161942336046	-0.021837665076006357	0.03073395398014504	81920	0.004667866236044148	4.290046220892576
-0.012109559930277711	4.327550187406394	-0.013438140119958154	-0.038086907339601045	0.029278409743830686	147456	0.010349815808385503	4.331584740392795
-0.0011759124006095966	4.366765873680904	-0.012654370004889373	-0.015624510334817415	0.020413607733669865	81920	0.017823735931405058	4.363726820034063
-0.007632269685795107	4.405981559955413	-0.0009041282433547957	-0.007904237552656347	0.014840746839971131	131072	0.00056202048151898	4.395914188648332
0.00018202579457766467	4.445197246229924	0.004734331144400798	-0.01908939513093673	0.02391598563711363	131072	0.02211470165736316	4.449183543664053
-0.004013505352653597	4.4844129325044335	-0.0005496304836402952	-0.00325673142042459	0.023105246756423108	147456	0.005045602073150416	4.481481298817986
0.004322067798266707	4.523628618778943	0.0061016156228413145	-0.002694699314409035	0.016094645740823473	114688	0.013093978204478787	4.5234101178079476
-0.011831430407695352	4.562844305053453	-0.008203310227287808	-0.02569594181648019	0.013313550865427279	98304	0.0004987735150687336	4.564863279648022
6.411337006403313e-05	4.6020599913279625	0.0025341699977348437	-0.010891302065324241	0.01537238204087431	163840	0.011821081681121252	4.598372119339911
-0.002415329131387048	4.641275677602472	0.007154239530475852	-0.024590046726417247	0.015728790210108118	49152	0.010189819801780249	4.6385267833918995
-0.008959540586406698	4.680491363876982	-0.0089595405864067	-0.024945959668655836	0.015986419082249136	32768	0.007026878495842436	4.684819489630565
-0.0001798224070836196	4.7197070501514915	-0.0013837008666755138	-0.004515199055717271	0.005550226351237765	98304	0.005889828976758676	4.717435014535689
0.007922468742371151	4.758922736426001	0.00785691599985667	-0.0064966335292431	0.013386551355907191	114688	0.020777784609521597	4.764886134380369
-0.0028907539753090608	4.798138422700512	-0.003703971352775782	-0.005574945395361293	0.005756500734031146	98304	0.0035085663170745726	4.7953294047174735
-0.0013747088639145541	4.837354108975021	0.00028438138579711165	-0.0021877539832629816	0.004622116483099137	65536	0.0010974265051455399	4.826421834240027
-0.004301774063047103	4.876569795249531	-0.0058457638064455305	-0.007067841096963349	0.005661342496686618	65536	-0.003079696772529282	4.87513008053627
-0.0016634084847219118	4.915785481524041	-0.0021692319160675805	-0.005239126277003634	0.004973791297315929	65536	0.0014064858762141428	4.911812107254495
0.00044397481577539296	4.955001167798551	0.00020102661937101973	-0.004046403241577483	0.004566764542217478	65536	0.004691404676723896	4.952814233146253
nan	4.994216854073061	nan	nan	nan	0	nan	nan
-0.0025586171160566526	5.033432540347571	-0.0024864659243681647	-0.0038140445652334667	0.0031751264548214113	180224	0.0006581282469322311	5.028354498550045
-0.0015267263108430075	5.07264822662208	-0.0015636727269243444	-0.0017952170388610756	0.00023575704845492116	49152	-0.0012212891667436026	5.073415920007682
0.00025309244201383646	5.11186391289659	0.0008237200849424516	-0.001910277084488784	0.003692045065282487	98304	0.0037424442085645117	5.12124554208636
-0.005566982829296557	5.1510795991711	-0.005163917405045753	-0.005871343831099992	0.0022669337372174065	81920	-0.0046906272362651664	5.155305813280595
0.0006464306064564379	5.190295285445609	-0.0007399115236590286	-0.001633731646067803	0.0037464628136031778	65536	0.0015402507288652127	5.200617279954397
-0.0037904420126098305	5.229510971720119	-0.0037904420126098305	-0.009994674717117593	0.006204232704507763	32768	0.0024137906918979325	5.225805239198552
0.0001265278980833011	5.268726657994629	0.00012652789808330112	0.00012652789808330112	2.710505431213761e-20	16384	0.00012652789808330112	5.28096529463029
-0.0010484307629621372	5.307942344269139	-0.0010484307629621368	-0.0038095726816101167	0.00276114191864798	32768	0.0017127111556858431	5.305615797573727
nan	5.347158030543649	nan	nan	nan	0	nan	nan
