Count	Y Median	Y Mean	Y Lower Quartile	X Center	Y Upper Quartile	X Mean	Y Std
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
0	nan	nan	nan	3.778530579563257	nan	nan	nan
32768	-0.07277067510379781	-0.07277067510379781	-0.1485845468785154	3.8177462658377666	0.0030431966709198	3.821284249541161	0.0758138717747176
0	nan	nan	nan	3.856961952112276	nan	nan	nan
0	nan	nan	nan	3.896177638386786	nan	nan	nan
16384	0.10017823293011748	0.1001782329301175	0.10017823293011748	3.9353933246612955	0.10017823293011748	3.9399045451859838	2.7755575615628914e-17
16384	-0.13461138669216807	-0.13461138669216807	-0.13461138669216807	3.9746090109358057	-0.13461138669216807	3.9604119900254697	0.0
16384	0.02319340070549812	0.023193400705498128	0.02319340070549812	4.013824697210316	0.02319340070549812	4.020243996710199	6.938893903907228e-18
16384	0.1024700856308622	0.10247008563086223	0.1024700856308622	4.053040383484825	0.1024700856308622	4.057481790901462	2.7755575615628914e-17
65536	0.0006271545023621705	-0.000670081677093138	-0.05918682456502908	4.092256069759335	0.05914389739029812	4.100693041314061	0.06583969356056277
16384	-0.03065016309661887	-0.030650163096618877	-0.03065016309661887	4.131471756033845	-0.03065016309661887	4.14453393859531	6.938893903907228e-18
16384	-0.025820151452649025	-0.02582015145264903	-0.025820151452649025	4.170687442308354	-0.025820151452649025	4.170111761708382	3.469446951953614e-18
81920	-0.014700971022019553	-0.022321582230056695	-0.01640675766658136	4.209903128582864	-0.011769350056681158	4.213438798124671	0.027614662133965212
131072	0.008208971294457983	0.0037593212543370396	-0.004346506649068394	4.249118814857374	0.017934049984025664	4.252465892063961	0.025159178813022307
81920	0.004713254265606952	-0.003204544486473024	-0.018976161288930534	4.288334501131884	0.004722558178952039	4.290217489049804	0.01681345177554441
147456	-0.005029595504284905	-0.003912758717491295	-0.020244416197792155	4.327550187406394	0.02169918712708129	4.33154669285486	0.036132516616834656
81920	0.009177692006338114	0.006361308099366305	-0.0241740600246594	4.366765873680904	0.035319303304391224	4.363807250490192	0.030312660590991067
