log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	7753882.638671875	6648955.28125	4500803.6640625
2.0882352941176467	8207370.525878906	8756814.62109375	5654819.09765625
2.1470588235294117	10571812.535644531	8164630.37890625	5375536.390625
2.2058823529411766	11566124.604003906	9284634.45703125	7432878.21875
2.264705882352941	12394431.017578125	11297208.3515625	7471119.7734375
2.3235294117647056	15201537.882080078	14629598.06640625	10206313.68359375
2.3823529411764706	17274208.792236328	18267362.87890625	12397069.78515625
2.4411764705882355	19511105.3046875	17880480.4453125	15391420.7734375
2.5	22923754.072509766	21433586.83203125	17539055.86328125
2.5588235294117645	26534037.517578125	24457969.375	18095915.0390625
2.6176470588235294	28997647.62084961	28310314.109375	19198453.2734375
2.6764705882352944	32613420.963867188	31959342.53125	22566632.7578125
2.735294117647059	36932775.46484375	35934094.3125	29055074.71484375
2.7941176470588234	43729583.033691406	42316312.33203125	31868963.9765625
2.852941176470588	47913726.80737305	49442050.46875	38911456.04296875
2.9117647058823533	55864638.91894531	54759094.77734375	47409424.4921875
2.9705882352941178	60890212.611572266	62661660.84375	57511070.875
3.0294117647058822	67352605.27514648	71204716.9140625	67482956.10546875
3.0882352941176467	76325997.24072266	80161565.37109375	73139565.484375
3.147058823529412	84127083.11279297	91489230.08984375	88871701.4375
3.2058823529411766	93793249.67529297	104059760.625	100372123.62890625
3.264705882352941	103432823.68286133	120912620.125	119252065.453125
3.3235294117647056	109014856.64990234	128539412.7734375	138183576.0703125
3.3823529411764706	119490019.12133789	151142936.1328125	154841396.5390625
3.4411764705882355	128482173.98876953	166624172.76171875	171792766.2890625
3.5	136381995.45117188	175691307.6484375	193090599.58984375
3.5588235294117645	141788362.1369629	188473175.74609375	204722552.69921875
3.617647058823529	145728245.4025879	193958681.12109375	225488208.953125
3.6764705882352944	152969761.43041992	204625510.484375	224187762.15234375
3.735294117647059	155824388.3166504	197458129.3828125	222050891.38671875
3.7941176470588234	149372027.72631836	192670619.34765625	211553043.96484375
3.852941176470588	147911052.40356445	183414044.33984375	196243061.0
3.9117647058823533	144260884.87768555	163405569.36328125	174604191.6328125
3.9705882352941178	137225801.93823242	144757479.4453125	144498917.046875
4.029411764705882	130973665.85058594	127451823.453125	125412659.765625
4.088235294117647	116760350.64013672	105773075.1875	96462502.703125
4.147058823529411	108038949.45898438	91754335.75390625	72935298.2109375
4.205882352941176	99162179.3959961	72167441.48828125	52041144.37109375
4.264705882352941	88901293.36035156	58399865.57421875	37191024.21875
4.3235294117647065	74145776.6147461	45202830.85546875	29720611.9140625
4.382352941176471	66311488.548583984	36270751.30859375	20873142.3828125
4.4411764705882355	56687994.334472656	25484251.95703125	15062767.390625
4.5	47512158.77075195	22406507.01171875	11472067.1875
4.5588235294117645	40269918.62841797	15928098.7109375	5972251.0390625
4.617647058823529	35420039.49902344	12358665.51953125	5395903.61328125
4.6764705882352935	28386792.434814453	9663502.19921875	3922955.1015625
4.735294117647059	25880362.414794922	7476624.2890625	2522843.87890625
4.794117647058823	22604855.811035156	5913050.4453125	1798755.44140625
4.852941176470589	19174450.165771484	4373964.78125	666600.33984375
4.911764705882353	16977230.634765625	3392996.96484375	966635.421875
4.970588235294118	14460953.58618164	2580505.9375	612407.109375
