[N II] Delta T	T1	T2	T3
-4901.9607843137255	19587140.057032153	0.0	0.0
-4705.882352941177	20480659.86070437	0.0	0.0
-4509.803921568628	8635586.562696699	0.0	0.0
-4313.725490196079	54076320.870124325	0.0	0.0
-4117.64705882353	14876107.892780421	0.0	0.0
-3921.5686274509803	11624021.24046873	0.0	0.0
-3725.490196078431	15558833.7129428	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	16764785.492087256	0.0	0.0
-3137.254901960784	58281068.87011698	0.0	0.0
-2941.176470588235	58572545.100139484	0.0	0.0
-2745.098039215686	49948455.14120379	0.0	0.0
-2549.0196078431372	31906039.66011037	0.0	0.0
-2352.9411764705883	64426694.23154455	0.0	0.0
-2156.862745098039	86377067.29774635	0.0	155850448.8483912
-1960.78431372549	87333243.25086302	0.0	0.0
-1764.705882352941	194522513.2632715	0.0	0.0
-1568.627450980392	224456024.90479073	0.0	0.0
-1372.5490196078429	456374361.7247984	79644414.01638469	131430689.83241655
-1176.4705882352937	785896544.803899	69595737.29994525	217118471.1774319
-980.3921568627447	1727413217.1232848	0.0	0.0
-784.3137254901958	3440554420.0633345	99082197.62697318	197630923.63926885
-588.2352941176468	10144255827.042307	64710433.16879883	127625192.0577907
-392.1568627450979	38939029442.02514	3309999689.199206	119119057.73533343
-196.07843137254895	178562504799.3907	134847745374.59789	42808785272.6693
0.0	362738019328.5628	587047845608.3047	751056773146.0884
196.0784313725494	181781689191.52722	132035726470.68631	39722032393.864075
392.1568627450988	40254580363.35437	2454885574.7329097	291383427.78119475
588.2352941176478	9410711013.263424	71357796.48899281	0.0
784.3137254901967	3144088583.3638535	0.0	0.0
980.3921568627457	1232671099.9770935	0.0	0.0
1176.4705882352946	445730426.4294322	93226054.61888953	0.0
1372.5490196078435	265050679.5723663	89973086.47705965	0.0
1568.6274509803925	268372727.46757227	0.0	0.0
1764.7058823529414	105828853.27442689	0.0	0.0
1960.7843137254904	55966197.163307294	0.0	0.0
2156.8627450980393	89012752.68695645	0.0	0.0
2352.9411764705887	12060162.765058637	0.0	0.0
2549.019607843138	0.0	0.0	0.0
2745.098039215687	34631113.95729119	0.0	0.0
2941.176470588236	20669938.66631501	0.0	0.0
3137.254901960785	5124719.477816363	0.0	0.0
3333.333333333334	5356106.565980695	0.0	0.0
3529.411764705883	48753144.98183538	0.0	0.0
3725.490196078432	6650403.674303706	0.0	0.0
3921.568627450981	26976889.616668556	0.0	0.0
4117.64705882353	5134225.525241725	0.0	0.0
4313.725490196079	0.0	0.0	0.0
4509.803921568628	0.0	0.0	119264722.25512417
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
