[S III] Delta T	T1	T2	T3
-4901.9607843137255	41563513.34309566	0.0	0.0
-4705.882352941177	17867634.736676723	0.0	0.0
-4509.803921568628	86623279.9149958	0.0	0.0
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	18434434.301442854	0.0	0.0
-3921.5686274509803	21392747.27872573	0.0	0.0
-3725.490196078431	15794096.977730617	0.0	0.0
-3529.411764705882	18717644.160149094	0.0	0.0
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	4987053.782390137	0.0	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	46596718.56564514	0.0	0.0
-2549.0196078431372	7101787.199959977	0.0	0.0
-2352.9411764705883	0.0	0.0	0.0
-2156.862745098039	0.0	0.0	0.0
-1960.78431372549	28639745.56893207	0.0	0.0
-1764.705882352941	0.0	0.0	0.0
-1568.627450980392	7642316.29532324	0.0	0.0
-1372.5490196078429	17202390.109534595	0.0	0.0
-1176.4705882352937	125280700.28182992	0.0	0.0
-980.3921568627447	70207430.23781869	0.0	0.0
-784.3137254901958	364833696.4033042	0.0	0.0
-588.2352941176468	820767811.7421803	117117863.01420043	194512149.6052551
-392.1568627450979	3338512643.2740946	158719196.57973862	859460358.2250249
-196.07843137254895	59753431591.95677	7844684114.212853	9073637476.620972
0.0	599692141728.1138	744096246607.6927	718529623303.0282
196.0784313725494	50847568631.15457	4408592167.63131	5131067686.405163
392.1568627450988	5848233782.726553	0.0	303210686.310028
588.2352941176478	4077601389.018505	0.0	0.0
784.3137254901967	2393776020.3871493	78477555.94113639	0.0
980.3921568627457	2395006428.0540853	0.0	172320153.08323866
1176.4705882352946	1655643397.6934924	0.0	0.0
1372.5490196078435	994436985.1938709	0.0	0.0
1568.6274509803925	534043467.77216333	0.0	0.0
1764.7058823529414	548209834.104912	0.0	0.0
1960.7843137254904	268458525.4082042	0.0	0.0
2156.8627450980393	99564435.24440788	0.0	0.0
2352.9411764705887	55351541.98711181	0.0	0.0
2549.019607843138	45215698.154342785	0.0	0.0
2745.098039215687	11439437.070698466	0.0	0.0
2941.176470588236	15067834.749896176	0.0	0.0
3137.254901960785	0.0	0.0	0.0
3333.333333333334	13821713.149519453	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	17743877.72489801	0.0	0.0
3921.568627450981	5760097.666940862	0.0	0.0
4117.64705882353	32032266.938360203	0.0	0.0
4313.725490196079	31063543.58627572	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	4865676.544698874	0.0	0.0
