[S III] Delta T	T1	T2	T3
-4901.9607843137255	38416894.33956464	0.0	0.0
-4705.882352941177	33821189.48489297	0.0	0.0
-4509.803921568628	21516513.68194578	0.0	0.0
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	0.0	0.0	0.0
-3921.5686274509803	31726309.20476809	0.0	0.0
-3725.490196078431	38036896.73568221	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	32053324.37467093	0.0	0.0
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	7117061.701595114	0.0	0.0
-2549.0196078431372	42768653.65345526	0.0	0.0
-2352.9411764705883	0.0	0.0	0.0
-2156.862745098039	38939198.86154196	0.0	0.0
-1960.78431372549	10027112.669053545	0.0	0.0
-1764.705882352941	16197511.995631762	0.0	0.0
-1568.627450980392	17664856.534315344	0.0	0.0
-1372.5490196078429	0.0	0.0	0.0
-1176.4705882352937	60103420.880628526	0.0	0.0
-980.3921568627447	149414101.87281826	0.0	0.0
-784.3137254901958	338137309.03977543	0.0	0.0
-588.2352941176468	688096275.3704177	0.0	0.0
-392.1568627450979	3568266077.3895307	0.0	415882816.13743067
-196.07843137254895	60631005950.3281	9082059601.662851	9998862903.47755
0.0	598988353395.4324	739841996090.6558	718513192607.3894
196.0784313725494	51867878265.16517	6766347734.583376	4097056397.5833755
392.1568627450988	5492299336.978569	0.0	523415837.24358726
588.2352941176478	3727497366.5598345	0.0	0.0
784.3137254901967	2577945796.101078	0.0	0.0
980.3921568627457	1435465296.609284	0.0	0.0
1176.4705882352946	1439174083.4221992	0.0	0.0
1372.5490196078435	908011652.1329424	0.0	0.0
1568.6274509803925	649191010.2381057	0.0	0.0
1764.7058823529414	316724835.00772935	0.0	0.0
1960.7843137254904	124844362.77807765	0.0	0.0
2156.8627450980393	120797120.5338071	0.0	0.0
2352.9411764705887	53360681.522093534	0.0	0.0
2549.019607843138	5202628.601920389	113072343.37142685	0.0
2745.098039215687	38462301.28984758	0.0	0.0
2941.176470588236	44223837.26218375	0.0	0.0
3137.254901960785	0.0	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	18488984.351239543	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	22227205.988176793	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
