[N II] Delta T	T1	T2	T3
-4901.9607843137255	31763113.105955742	0.0	0.0
-4705.882352941177	22921781.344002258	0.0	0.0
-4509.803921568628	7373565.588614093	0.0	0.0
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	10119018.626930038	0.0	0.0
-3921.5686274509803	8787009.975464288	0.0	0.0
-3725.490196078431	43035261.7820853	0.0	0.0
-3529.411764705882	48604267.502525076	0.0	0.0
-3333.333333333333	28558938.149918653	0.0	0.0
-3137.254901960784	35239338.39723014	0.0	0.0
-2941.176470588235	54914092.45924074	0.0	0.0
-2745.098039215686	31688777.60858839	0.0	0.0
-2549.0196078431372	43728069.33068747	0.0	0.0
-2352.9411764705883	42457276.764665775	0.0	0.0
-2156.862745098039	49430647.15313598	0.0	155674425.60316676
-1960.78431372549	153734980.34513545	0.0	0.0
-1764.705882352941	225544528.73705393	0.0	0.0
-1568.627450980392	303195342.850899	0.0	0.0
-1372.5490196078429	391993644.4247368	79317511.18614157	217218282.12406844
-1176.4705882352937	925931072.1559439	0.0	131498882.20230764
-980.3921568627447	1251196948.1816096	96883441.06871215	0.0
-784.3137254901958	4048447687.4101043	94301449.119833	197521506.65841803
-588.2352941176468	10121569529.104933	244414936.6433974	0.0
-392.1568627450979	40917244565.460724	4117754876.203426	307175970.96227837
-196.07843137254895	181429193911.5842	130340958786.99985	44454232376.28322
0.0	356927733566.90924	594811905677.9501	755666377309.111
196.0784313725494	184402961925.7165	126657885939.77823	33355322249.29816
392.1568627450988	38477030449.596794	3319998715.2094517	336049042.3557091
588.2352941176478	9229064132.979437	467169543.05507135	0.0
784.3137254901967	2936311160.714229	0.0	0.0
980.3921568627457	1172322726.5710635	0.0	0.0
1176.4705882352946	588482723.8371686	0.0	0.0
1372.5490196078435	344751195.4755478	0.0	0.0
1568.6274509803925	186168603.8575777	0.0	0.0
1764.7058823529414	116665141.39050935	87138095.53868037	0.0
1960.7843137254904	129421309.52992779	0.0	0.0
2156.8627450980393	44652993.57026848	0.0	0.0
2352.9411764705887	29442384.227695923	0.0	0.0
2549.019607843138	39202072.258906774	0.0	0.0
2745.098039215687	21191811.36345295	0.0	0.0
2941.176470588236	35809194.55131138	0.0	0.0
3137.254901960785	7829132.192305502	0.0	0.0
3333.333333333334	5318879.222002802	0.0	0.0
3529.411764705883	9548774.433536757	0.0	0.0
3725.490196078432	10399162.934869995	0.0	0.0
3921.568627450981	5298369.254883384	0.0	0.0
4117.64705882353	5781210.747485985	0.0	0.0
4313.725490196079	6037563.269666677	0.0	118425688.17339018
4509.803921568628	10915199.492112752	0.0	0.0
4705.882352941177	16249715.91485853	0.0	0.0
4901.9607843137255	18294216.54507507	0.0	0.0
