Y Upper Quartile	X Mean	Y Lower Quartile	Count	Y Median	Y Std	X Center	Y Mean
nan	nan	nan	0	nan	nan	3.6216678344652173	nan
nan	nan	nan	0	nan	nan	3.660883520739727	nan
nan	nan	nan	0	nan	nan	3.700099207014237	nan
nan	nan	nan	0	nan	nan	3.7393148932887468	nan
-0.0001616578125856047	3.7737097071099077	-0.0011965574651374004	8192	-0.0006791076388615025	0.0005174498262758979	3.778530579563257	-0.0006791076388615025
0.0051005415305879955	3.8124549083927337	-0.005298375391456866	12288	0.0018731885329645722	0.004345938201290473	3.8177462658377666	0.0005584515573652348
-3.155672898104682e-05	3.8623270129045015	-0.00462437523496945	12288	-0.003444854086220885	0.0019475297977533585	3.856961952112276	-0.002700262016723794
0.00038811680721530326	3.899888238564847	-0.0027580045270512994	16384	-0.0005641597207126415	0.0038817624436500216	3.896177638386786	-0.0018057279991233544
-0.006589455399940839	3.9433650532998157	-0.006589455399940839	4096	-0.006589455399940839	0.0	3.9353933246612955	-0.006589455399940839
0.0012943080471053416	3.9725932621559874	-0.0024038559174100202	24576	0.0004152225430036439	0.002406093252458086	3.9746090109358057	-0.0004235286771374546
0.0013407955617035124	4.015603957493982	-0.0010643543114028816	24576	0.0006966998039501626	0.0026370294396848327	4.013824697210316	-0.0003260796727146144
0.004162232239315678	4.057627801605813	-0.001115739354424552	16384	0.0013633188536330528	0.0030190021391081037	4.053040383484825	0.001683174031258073
0.005411164794380875	4.088035965625457	-0.00045997255965729306	16384	0.002193905550460931	0.00364586425409602	4.092256069759335	0.0027572866842626503
0.001938545341200172	4.136043947568941	-0.005229629335886915	28672	-0.003233414894466203	0.0034293314875596527	4.131471756033845	-0.0021730646367503687
0.001645398377205781	4.1728695661124	-0.0005009483568518785	36864	0.0007815853048404966	0.0032125272602708146	4.170687442308354	0.0005993430659783775
0.0009673998021711035	4.210747718595941	-0.0015691157526780725	77824	-0.0005568994829201478	0.002212860148491414	4.209903128582864	-0.00043002605944804503
0.0022307744382192908	4.250818688890916	-0.0019686090334442804	110592	-0.0004193152167930642	0.0023036062108711983	4.249118814857374	9.925158991918676e-05
0.0022141741734176905	4.287987546540189	-0.001385538722851949	114688	0.0007018277877637814	0.0020926276693314532	4.288334501131884	0.00042742433090450175
0.0009580967344890414	4.330282722701115	-0.0007459175087518432	122880	-0.00010369066264506326	0.0014472506165176388	4.327550187406394	-0.00012508413221614496
0.0007269646728253181	4.363085935987285	-0.0010602830806786111	98304	-0.00012945538110132893	0.0017988095589910756	4.366765873680904	9.820430751889232e-05
0.0015378563317125858	4.404987395894513	-0.00034733728249056563	126976	0.0006684365455349147	0.0014738776018138502	4.405981559955413	0.0005086282089353117
0.0010143563852693179	4.445272596268162	-0.001441345793308449	126976	-0.0006123381193048398	0.0014583649992076363	4.445197246229924	-0.0002948838969665838
0.0004747171083028292	4.4810472224611315	-0.000937043314161745	114688	-8.438923848385691e-05	0.0016060496291403136	4.4844129325044335	-0.00015408324330164154
0.0005500943087555078	4.526239514574209	-0.001175777270264398	114688	-0.00039549437077985927	0.0011588451358021288	4.523628618778943	-0.0002991044662059606
0.0008666612317908429	4.564114667147748	-0.0011375671426997946	110592	-0.0003508748749108328	0.001469493370717901	4.562844305053453	-2.1926078973051507e-05
0.001133092935193602	4.606719558380399	-0.0009378289835936868	94208	-0.00026147838308475786	0.001293677974842571	4.6020599913279625	5.0780809924596315e-05
0.0011368018261843655	4.643745517971663	-0.0010031343105163593	94208	0.0006023571804511995	0.001292371225940616	4.641275677602472	0.00019670498755834382
