Y Median	Y Lower Quartile	X Mean	X Center	Y Mean	Y Upper Quartile	Count	Y Std
0.02171797277760622	-0.06564849547193233	3.622468202913348	3.6216678344652173	0.011856068268348126	0.09147799273821099	868	0.12897805778981833
0.023503042426963987	-0.07347322667560259	3.660884371833657	3.660883520739727	0.015602455602588532	0.09873653905079577	1036	0.17783346130728733
0.0016232572157993178	-0.07574630072188696	3.7005161864359093	3.700099207014237	0.003063210386189144	0.08363772310534182	1676	0.13181188536832053
0.011744246791758787	-0.07061934898136837	3.7400999844285034	3.7393148932887468	0.013380147851313614	0.09460593101060735	2160	0.1483702074153889
0.003906652162081432	-0.07940394334079402	3.779343867230151	3.778530579563257	0.006397246788419619	0.08722066118047117	2668	0.14206994401331058
0.006212297741461625	-0.07767264955863643	3.8186871705913243	3.8177462658377666	0.002827838954853187	0.08232089752685484	3544	0.14198313634220047
5.8016224489886575e-05	-0.08179820812747321	3.8573677116505847	3.856961952112276	0.002655486728641081	0.08140706847226784	4560	0.1292669342596834
-0.0026289213730592634	-0.07865393568227744	3.8963416071062142	3.896177638386786	-0.001396797658528662	0.07291082030715171	5456	0.13241984374241708
0.005784234251563242	-0.06749127774139374	3.9358449284572754	3.9353933246612955	0.005643766755217823	0.0803610124634426	6976	0.1294005828321008
0.0012834698312553735	-0.07413846675268367	3.975330288758882	3.9746090109358057	0.003772287685067058	0.07032618971304513	8784	0.12187226750753895
0.006708930565729512	-0.06362165749364389	4.0146096716206605	4.013824697210316	0.006397282224713963	0.07158500614660389	10280	0.11727462330027456
0.005443593557925499	-0.057831772030853636	4.05392681991931	4.053040383484825	0.006563312822183546	0.06752833655552817	12812	0.10928070722211147
0.0010091770684168666	-0.05518923559039375	4.093328486849412	4.092256069759335	0.003229225651790129	0.05791389840196489	16984	0.09831025480903263
0.001129658914427175	-0.051017505697290154	4.132474431232606	4.131471756033845	0.003058255920688037	0.05397973263886334	22932	0.095236684373951
0.001687204127678799	-0.04672052537690569	4.17188428185992	4.170687442308354	0.004822928845912257	0.05164689858007819	33212	0.0887628362516102
0.002777964568668734	-0.042815022745282094	4.210885332713012	4.209903128582864	0.003851678513175323	0.04789888986040621	46744	0.08282770079447613
0.002143995404917336	-0.04046185247570615	4.250007925218465	4.249118814857374	0.003991422702773929	0.044904896279218315	62484	0.07557054151260552
0.001777875934420282	-0.03827438340135862	4.289055493689307	4.288334501131884	0.0032563165401134557	0.042142809547175204	79900	0.07133107811936286
0.001300320718545838	-0.036479426957912675	4.327918106289013	4.327550187406394	0.002585111954821498	0.038533917690679396	94048	0.06692154304810045
0.000649814147512154	-0.03488440090761247	4.3668187183969085	4.366765873680904	0.0020565989337396335	0.03591887772611982	101008	0.06338444757290417
0.00015261840396128378	-0.0328829123288894	4.406161389406713	4.405981559955413	0.002397787619025642	0.034513064041800184	104160	0.05985163543589009
0.00027043443592281326	-0.03136711227500598	4.445190401239847	4.445197246229924	0.00149235757899377	0.032542666867623256	105792	0.0578559910217425
0.00032582507834184654	-0.029975507963407633	4.484394111606746	4.4844129325044335	0.0015196828489242164	0.03089697175608657	106908	0.053974683180941924
-0.0005600278340747264	-0.03015265064686548	4.523505484155911	4.523628618778943	0.0005439862307535952	0.029291313717280734	103960	0.052617867669700516
-0.0002989634918626059	-0.029056078222193346	4.5627774208063485	4.562844305053453	0.0007194634532484664	0.029243664552398116	100676	0.05185414293128086
0.0001549145761678932	-0.028445495310223598	4.601922987457686	4.6020599913279625	0.0010155644466890252	0.02842006587033282	94764	0.05029087197285162
1.4472687586970538e-05	-0.028751899113886665	4.64083139955192	4.641275677602472	0.0005759662106087797	0.02807245246567373	86612	0.0489115531356457
-8.907141548194925e-05	-0.027955793256443186	4.679857676656977	4.680491363876982	0.0004844377404594038	0.027266046775213066	73844	0.047470176589359196
-6.57567216367002e-05	-0.02706013608599363	4.719314388356476	4.7197070501514915	0.0007146881700974486	0.02722405506788125	62532	0.04717012016476169
-0.00045019168847690587	-0.02633064592813648	4.759104145747839	4.758922736426001	0.0003261104070083988	0.026042783835844147	60852	0.0427502217100412
-0.000528703045957955	-0.02589938661706899	4.798449631811705	4.798138422700512	0.0003477617589509181	0.025837791994212413	67152	0.04206712239785309
0.0002074471339539534	-0.024916374506915834	4.8372822142381775	4.837354108975021	0.0007009107655661151	0.02566897378288639	67876	0.04092378838469658
-0.00044713944999628827	-0.02573289552180921	4.8769189417596905	4.876569795249531	-8.268410921543353e-05	0.024845363389197836	69140	0.04063666557057514
-0.00018928257156505433	-0.025324850421901732	4.915853866342671	4.915785481524041	0.00036277225069087846	0.02507618553499301	75400	0.04082384594241271
-0.00015617171412628773	-0.02533801010442283	4.954707845427057	4.955001167798551	0.0005741988397637164	0.025928075925465505	75200	0.041105981880860905
-0.0007820901988200308	-0.026785635617123205	4.994127218824262	4.994216854073061	0.00010920113122390547	0.02583780660086089	70552	0.04201813887453931
