Y Median	Y Std	Y Mean	Y Upper Quartile	Count	X Center	X Mean	Y Lower Quartile
179.42043728210956	2475.838905672627	164.76898760084373	2112.7582636804636	1101	3.6216678344652173	3.621672393104871	-1571.2294910677665
111.86208708210143	2509.365598643477	117.72182347986029	2068.7687279664574	1360	3.660883520739727	3.6618081515747942	-1712.3476219856475
402.9584271835047	2424.506053244962	308.349140298353	2087.655408521448	1682	3.700099207014237	3.70094669789878	-1480.0704545151764
243.32580327182222	2432.190937609494	205.0732592265175	2072.2637925000026	2093	3.7393148932887468	3.7393815317182537	-1605.0503851089743
286.6996795166842	2381.5600503057058	189.22737618860128	1970.5732192567054	2590	3.778530579563257	3.779126443490795	-1505.221141423764
99.15779129413295	2374.6876841612225	129.53151263498458	1883.436426141796	3236	3.8177462658377666	3.8185908574310323	-1615.589462848748
162.08349907078446	2351.8384483862974	149.43474512661297	1857.283949955783	4145	3.856961952112276	3.8577709622100285	-1525.0310103232405
211.95206193592276	2317.8045679241077	202.6897333696793	1886.15383538895	4967	3.896177638386786	3.8971312379960876	-1462.9420914557795
222.05194250961267	2272.4175882269183	199.93164808803854	1839.0462127186674	6314	3.9353933246612955	3.9361357873069625	-1366.345679344366
233.2749166701351	2225.3250710291873	221.21978374875337	1747.2294944073037	8094	3.9746090109358057	3.9755612758929026	-1266.9793575300973
213.3032500958161	2168.1080976005956	192.67078634670145	1657.7971898440142	10468	4.013824697210316	4.0147308995299005	-1251.7298533413993
207.80596852953022	2127.6700800998133	204.33967875363027	1608.4003657545254	13229	4.053040383484825	4.053803146889201	-1219.40880006105
212.0169791377898	2073.6567986701866	194.69935744398268	1578.142596447398	17362	4.092256069759335	4.093204583068667	-1164.538708854563
226.82752869559226	2020.0555082866779	222.82853179953864	1553.4445554422746	22739	4.131471756033845	4.132489556923142	-1084.2391507690008
187.88936840168935	1957.367006259365	170.74688757619197	1449.5435771115208	29411	4.170687442308354	4.171522647341454	-1073.8218457490457
191.33377552462844	1886.0867754283422	184.7545757982046	1384.0741173122078	37861	4.209903128582864	4.210680801871183	-985.5064787005722
174.05183690922786	1824.3904625539294	163.74609193589282	1325.4039020456996	47672	4.249118814857374	4.249863894072854	-976.5415195205228
188.36097070257165	1774.773561631966	176.74504751599767	1279.1904091677716	58145	4.288334501131884	4.288902520620234	-915.2572777052501
164.5569018316928	1715.2310440098427	151.21974395318819	1206.2876404159633	69329	4.327550187406394	4.328012670911141	-893.884684407355
144.20004014192818	1661.4210892228032	129.28360625563855	1149.4607142285226	78796	4.366765873680904	4.367152717340849	-868.425718061435
134.19347187718358	1601.224095251661	124.80417259637618	1082.6488543584283	85228	4.405981559955413	4.406170130602257	-819.0646908670888
122.78027270262464	1554.7919268640414	110.6670860599981	1029.6356393769602	90365	4.445197246229924	4.445287803120043	-789.4056110994925
112.30557099607131	1507.9992235151944	100.84214379696962	978.9012153015069	91600	4.4844129325044335	4.484492661082022	-766.3908871794883
92.64141398058018	1457.4749688567763	84.4612641106516	927.9097853373728	91751	4.523628618778943	4.523553796719066	-745.169078976614
77.50672051573747	1411.1226426890373	67.14424916899593	875.6650276822388	90163	4.562844305053453	4.562652548890801	-723.897338707452
76.22026737026044	1368.232387273103	61.42958128938504	838.1629290201145	84727	4.6020599913279625	4.601861033338341	-693.0470078693043
63.00739435351534	1317.84171118066	51.18875777775804	800.4804268147936	78571	4.641275677602472	4.64097973208652	-671.0641715480765
52.446350625275045	1275.4105002400972	39.01411653026355	756.8716147171335	70301	4.680491363876982	4.680191998935529	-653.7618639042239
42.532941106694125	1210.8766507009695	24.980117688298943	695.702174062048	63638	4.7197070501514915	4.719438624524678	-626.106488565551
35.1925931757587	1131.4141368535236	16.651823899958295	657.9234848553806	61057	4.758922736426001	4.75892112136663	-595.080472976002
29.62210381793011	1050.6421311551728	3.9878287563614214	602.8838335423511	63290	4.798138422700512	4.7982732901403935	-563.9006764635051
24.575519953124967	989.3100750597262	1.8624229282389355	566.0927679667657	65890	4.837354108975021	4.837436247134872	-539.4686953277928
9.91211316556928	929.7338483594198	-13.437216358501274	523.9782975776357	69218	4.876569795249531	4.8767896379131725	-516.7489685870592
1.8959014847450817	898.5812051517303	-18.97821484922059	497.8487338999739	72123	4.915785481524041	4.915937353296557	-508.4650676567908
2.210397508186361	876.0360794771332	-17.704178095708613	484.81484589450065	72767	4.955001167798551	4.954975739668888	-487.9430331347521
5.15906124198591	870.3947307496225	-10.355861384124898	485.091144254985	71166	4.994216854073061	4.9942380617726885	-476.09614202195826
4.065877706561878	851.4359715016153	-16.1234635597475	458.9518428811916	73566	5.033432540347571	5.033584101401941	-464.4218325807087
-1.729176069255118	827.894441003024	-20.584783702055525	437.2345778125764	72489	5.07264822662208	5.072447325715686	-455.96814970462583
-7.9237109972054895	789.4570334291915	-18.05156643347554	417.32049583416847	66429	5.11186391289659	5.111507899700854	-427.9083919187342
-1.939668134356907	745.9576056249126	-19.0591231207043	393.0327368471899	61489	5.1510795991711	5.150812333049777	-405.61636589437876
-6.091551398282718	718.0642508082684	-25.63938958041418	372.22996139761244	53964	5.190295285445609	5.189828136218739	-396.1241455759882
-8.264601782044338	694.3529881440268	-26.27044305517742	359.67563792787723	45519	5.229510971720119	5.228865713206472	-387.3938301012895
-13.344139255337723	673.1897945185597	-31.009958368488448	338.1607162935361	35835	5.268726657994629	5.267714924390133	-374.6064515387852
-13.297093463617784	653.8860740128217	-35.23261178500784	317.61830914507937	25115	5.307942344269139	5.306650808752293	-362.78670180720655
-24.65159230889185	644.1825556895053	-45.788067235005514	304.15870238124353	17451	5.347158030543649	5.346251433015985	-360.6239104740639
-21.163843825957883	641.0549497672952	-46.33251321202823	302.3820146767357	14289	5.3863737168181585	5.385630261505307	-349.589895359768
-41.59619833612123	625.9677232237808	-66.77695717256059	280.2185927032533	10046	5.425589403092668	5.424162855506509	-366.5158638733824
-20.440660850415952	636.7669227593383	-61.35640738133955	283.5579135616508	5907	5.464805089367179	5.4627762923834435	-371.1030294808679
-15.225671991020135	623.1875872173861	-41.69381074457708	277.1952977464384	2730	5.504020775641688	5.500670339780711	-321.20841702496364
-33.97071081784816	776.8990713370097	-92.27379211013513	262.10446408990174	839	5.543236461916198	5.538849719283227	-376.13279146024615
-55.87192894951022	1022.0678734654532	-122.23677630504982	261.0084872576199	288	5.582452148190708	5.580352015283935	-439.12209733575946
