Count	Y Lower Quartile	X Center	Y Median	Y Upper Quartile	Y Std	Y Mean	X Mean
0	nan	3.6216678344652173	nan	nan	nan	nan	nan
0	nan	3.660883520739727	nan	nan	nan	nan	nan
0	nan	3.700099207014237	nan	nan	nan	nan	nan
0	nan	3.7393148932887468	nan	nan	nan	nan	nan
8192	-53.92747921357386	3.778530579563257	-9.767263173254833	34.392952867064196	44.160216040319035	-9.767263173254833	3.7756333592622724
4096	-46.11058739022428	3.8177462658377666	-46.11058739022428	-46.11058739022428	0.0	-46.11058739022428	3.80606919277715
8192	-66.00288385639396	3.856961952112276	-32.72711171325864	0.5486604298766906	33.27577214313533	-32.72711171325864	3.8588171582717057
8192	-6.298134862739971	3.896177638386786	8.781848263239226	23.861831389218423	15.079983125979195	8.781848263239226	3.8943459241136402
4096	-21.297799830188524	3.9353933246612955	-21.297799830188524	-21.297799830188524	0.0	-21.297799830188524	3.9383210078400297
20480	-15.538366886244148	3.9746090109358057	-8.944771125714396	32.89653863707463	30.0807109344342	0.2853345071116564	3.9684883112432936
20480	-50.51082393409706	4.013824697210316	-18.900514085632494	10.264006568559125	31.894825004261556	-20.912416306382873	4.01132265254018
12288	15.652188764488528	4.053040383484825	27.24534561481596	43.76784530082023	11.536822324382221	28.888459893374904	4.05584057394179
12288	-17.658520698099892	4.092256069759335	-7.6771747605225755	9.887180134742266	11.386636729004586	-5.149505107960067	4.085976046007537
28672	-6.471343770916974	4.131471756033845	6.199210238342857	32.62215869407646	17.557822178681725	11.385395613450132	4.135858374592339
32768	-55.13560948856821	4.170687442308354	-30.390321173971188	-1.949331708677846	29.25688118851192	-25.924005519195816	4.171791548942198
77824	-15.94485181355958	4.209903128582864	-5.349566609000249	11.898002722054116	14.052476422968608	-4.3147003587646395	4.210559803259338
102400	-8.741724244131547	4.249118814857374	3.5677876055915476	9.812372808930377	22.333236769235352	-1.7270618155217017	4.249910668315511
122880	-6.421088892071566	4.288334501131884	0.4654566321191851	11.129947906779307	12.825170050446246	1.7837180445870824	4.287828508998783
106496	-8.605646352129042	4.327550187406394	-2.8881604904113374	8.966446873881068	12.540811537277008	-0.7758341041909751	4.329474677414857
114688	-5.83008742209131	4.366765873680904	-1.7987121812698206	5.218225141106359	8.833213938507896	-0.9751148610609042	4.362361436960073
122880	-3.370365782803674	4.405981559955413	2.475370040947382	4.550068493076651	8.5148528846537	1.779569376910998	4.405440261420584
131072	-6.784722016529031	4.445197246229924	-1.3900737446006133	3.414142512227272	11.980883080543864	-1.5170452704497563	4.4457943782901115
110592	-9.722257181154419	4.4844129325044335	-1.7654264379325468	4.236442136841106	9.907114982421604	-1.5081412484035994	4.481316584174727
110592	-5.277835779956149	4.523628618778943	-3.0384430354943106	4.412640113880116	8.672329803351397	-1.3674325323923027	4.525478806076671
110592	-3.4824970940408093	4.562844305053453	1.7791992875900178	7.9631562805643625	10.396328451403326	3.5885526376776533	4.562800935258496
98304	-4.912608863547121	4.6020599913279625	-0.20691389352259648	7.917557583500866	12.25611899484948	-1.604808710921058	4.60577611721723
94208	-7.319454585313906	4.641275677602472	-1.8531684332710938	1.5576338073187799	11.404722084537338	-2.7894361987701695	4.643549782568179
106496	-5.251774878948709	4.680491363876982	-1.4708030077372314	9.313838625381322	13.904577794593786	2.688272158961004	4.6855234163551565
40960	-8.270285660613808	4.7197070501514915	-4.01487048786521	-0.3317848977876565	10.02696808485235	-2.4878647879118945	4.722496610489236
49152	-3.8199808264744206	4.758922736426001	2.6075586192978335	7.958797532580775	15.085853015466716	2.7364208864332795	4.761448874804992
45056	-4.9025877101175865	4.798138422700512	3.7725157076692994	12.321886367019033	8.195291934835726	3.227452988605943	4.796595501937845
81920	-18.8219457792502	4.837354108975021	-1.162170185276409	5.211478414095836	13.437326323271751	-5.409144060649214	4.8374658062503375
98304	-8.069225829974584	4.876569795249531	-0.7286579848005204	7.322681756847487	12.437939348944777	-0.2267613539255914	4.878120913641966
61440	-4.879878519548583	4.915785481524041	1.006797896932767	6.59355760174185	6.948629570195891	1.2455236622351853	4.915703147424637
69632	-6.944682056826423	4.955001167798551	-0.13869940291260718	8.319628883376936	12.737188872746085	-0.5234388706485333	4.951593784720154
57344	-14.059813473713803	4.994216854073061	-4.208960627199303	-0.2993298926985517	10.644222031791195	-4.6244286556958025	4.992995053922691
90112	-3.392824559898145	5.033432540347571	2.759730677508287	8.660884263836124	8.644715766524904	2.5197257895017007	5.036088810315402
69632	-10.946348374778609	5.07264822662208	-1.6675176478638605	4.777927784381973	15.463758727143412	-3.23926360583755	5.067399111322906
81920	-12.583873194080297	5.11186391289659	-2.0584686953061464	8.126311661881118	11.45472803219	-3.149520366664228	5.111743778753134
73728	-8.112876490476992	5.1510795991711	3.2921595087263995	13.17061850232676	21.807464906840472	4.120385564733523	5.153322143093671
49152	-4.986814981592943	5.190295285445609	0.8692514701660912	11.950402021418768	15.659865291408034	3.465779294824415	5.193853995627239
77824	-7.108058945086668	5.229510971720119	0.7510950653413602	10.594968208879436	17.60290238462167	3.4598009628247572	5.233207675834932
12288	-61.057129631930366	5.268726657994629	12.2497082800528	40.676040131376794	42.858405965672134	-2.7104604068335902	5.268713389113279
12288	-52.40025298902219	5.307942344269139	-17.40498510002908	10.385359380890804	25.68831368899	-19.80662623605349	5.316388127361939
20480	-16.47152964443194	5.347158030543649	3.5767488398159912	9.21917164183651	21.63092263754526	-1.9388942929163022	5.354683684199273
16384	-3.9477941515419843	5.3863737168181585	9.635961710550873	18.932086785586307	16.68617654719126	5.3483309234934495	5.385653708257392
12288	11.696338009976898	5.425589403092668	18.16664060295261	32.19013703064775	8.553875443991558	20.68437188119242	5.421161869034255
4096	3.8868118568407226	5.464805089367179	3.8868118568407226	3.8868118568407226	0.0	3.8868118568407226	5.453260857194295
0	nan	5.504020775641688	nan	nan	nan	nan	nan
0	nan	5.543236461916198	nan	nan	nan	nan	nan
0	nan	5.582452148190708	nan	nan	nan	nan	nan
