Y Lower Quartile	X Mean	Y Std	Y Mean	Count	X Center	Y Upper Quartile	Y Median
nan	nan	nan	nan	0	3.6216678344652173	nan	nan
-1.075736136504546	3.6763623266582934	0.6513438166194478	-0.42439231988509796	512	3.660883520739727	0.2269514967343498	-0.42439231988509807
-0.6359213399693668	3.7069824908889593	0.39822728335354823	-0.2853548678465915	1024	3.700099207014237	-0.03461967971073021	-0.3851861518335055
0.08383846098399172	3.7528561099388598	0.21395600547929172	0.274343509806664	1024	3.7393148932887468	0.3967956880818324	0.20629063925916014
-0.2787711473195493	3.7813529499405787	0.504188317383961	0.024260533409915467	2816	3.778530579563257	0.09873579570733959	-0.028935446778744815
-0.5254979362345313	3.817976262466174	0.5508252375482998	-0.17425790598756738	3584	3.8177462658377666	0.2625815805892975	-0.25966546051143746
-0.5072747875981698	3.8542925152191043	0.70327828971441	-0.031048585583511906	6144	3.856961952112276	0.34324177612792384	-0.075498178005529
-0.22451413342041238	3.8988379985418575	0.578065137654478	0.03659021378308959	8192	3.896177638386786	0.37707863313726153	0.11325837625574903
-0.8085971794705915	3.9384838551521955	0.6994556138112343	-0.061171205806174744	4096	3.9353933246612955	0.4871043715933088	-0.03674032539795877
-0.17369146169067978	3.973772850460771	0.6235501013687015	0.12718419057990618	7424	3.9746090109358057	0.5253635268784933	0.1351283047017189
-0.39001360356652354	4.01494218085905	0.5747761145680501	-0.05073620087577415	11776	4.013824697210316	0.30591110641883956	-0.12655083785732146
-0.38404594413067744	4.054840363572816	0.5363034184711508	-0.1270570429889417	15360	4.053040383484825	0.16819729555094398	-0.09883729747520723
-0.2163655741663797	4.093086208355408	0.40942405651321917	-0.08743197791598098	13312	4.092256069759335	0.13875569774885407	-0.04628820607619154
-0.23002225612906324	4.133121956439262	0.5695530313023249	0.03362738444181593	15616	4.131471756033845	0.2407862686145909	-0.021084641776933442
-0.17895035622316607	4.171521335549186	0.4256917127039287	0.0640437203679084	25344	4.170687442308354	0.2764514099361826	0.016645703808626965
-0.1634453188489572	4.2124571884516175	0.37220786764776487	0.025515201431259512	51200	4.209903128582864	0.21814940345595113	0.0370470784441621
-0.18012481909590725	4.250688688859402	0.36719622699991766	-0.012648661702684739	77568	4.249118814857374	0.15874924803639834	-0.001033244356950725
-0.15174715833393512	4.28917033434249	0.31519165026681045	-0.020847156817671637	85760	4.288334501131884	0.14239314787257173	-0.010921510864489078
-0.14274616719034236	4.328682531517332	0.3079003491740112	-0.011923911950257778	105472	4.327550187406394	0.15317513773653282	0.014180370800842553
-0.13263401744774939	4.366671358047844	0.2638030965135724	-0.01067605374099266	98560	4.366765873680904	0.12545147836133008	0.01640068453218031
-0.14016447375510177	4.4063276489003655	0.25191458745655654	-0.011132706867313423	113408	4.405981559955413	0.11088715149268946	0.004335362639105202
-0.11936180154393392	4.444891585290572	0.255468612350735	-0.01699171019854469	108288	4.445197246229924	0.12061958022611967	0.0070330767022159955
-0.09855912842864091	4.484420535446791	0.23185439174579367	0.005808018819433817	111872	4.4844129325044335	0.11792532276281736	0.024501377237701405
-0.09702155771877713	4.52386358857262	0.20512612971759647	-0.013945044271814488	105728	4.523628618778943	0.08592178166101853	0.0012460431849987492
-0.08511070186206557	4.5628604937332256	0.17631387588681197	-0.009687720487890161	102656	4.562844305053453	0.07682943236105454	-0.0006815137449955555
-0.08818679132791911	4.602519264065245	0.1606318947218762	-0.016064990312421427	100864	4.6020599913279625	0.07375295147346511	-0.0016134343832605819
-0.07741428840181544	4.641242463415117	0.15134917439290232	-0.0180145397902683	92672	4.641275677602472	0.05925816544617793	-0.0033772721491160595
-0.05868434335036004	4.679202133134802	0.1491746475117614	0.004369965923102326	73472	4.680491363876982	0.06876295319965786	0.0013380295800216066
-0.0525726726928588	4.720224113777074	0.15578655841120656	-0.008396342203777109	61952	4.7197070501514915	0.060317365053831146	0.003277293363593824
-0.04419400949762362	4.759309750505569	0.12968296253926687	0.009513028509561513	58880	4.758922736426001	0.05279234859992907	0.010951320952569753
-0.039256204726992615	4.800220909773846	0.06875819162358043	-0.0027737505940624158	69632	4.798138422700512	0.037722626267291316	0.003967693807079804
-0.04980314813281741	4.8360924878123575	0.07281890039533362	-0.0067718045815478665	63744	4.837354108975021	0.04173275326898373	-0.002256403774970887
-0.03190154567050839	4.877413143992808	0.0553207987084212	-0.0013942699944524037	71680	4.876569795249531	0.03433981301078862	-0.002733192031632031
-0.04082532111208433	4.915918117436878	0.054611470573121754	-0.00271554370841987	75008	4.915785481524041	0.03474865234880789	-0.00285133920170823
-0.0351347565622548	4.9545998063123005	0.052957981442454484	-0.0029476007722851754	78592	4.955001167798551	0.026558367557020453	-0.00554844380515983
-0.03543005998736431	4.993899367987554	0.046805789763307834	-0.0017043758898663576	64768	4.994216854073061	0.03193757450744703	0.0009584689075827936
-0.023504568919477213	5.034103573421016	0.04116140989146283	0.0047265627079499965	83456	5.033432540347571	0.032123245847996106	0.004247360388063462
-0.02162716952156928	5.073054669070692	0.03652403545532392	0.0034469006626673456	75520	5.07264822662208	0.025528443024442505	0.004156921687113729
