log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	19861532.256835938	433960.4453125	0.0
2.0882352941176467	26262709.252929688	531897.46875	348784.046875
2.1470588235294117	37606108.36621094	621381.9609375	0.0
2.2058823529411766	49367870.99609375	2044204.96875	136335.140625
2.264705882352941	75099416.65332031	4160775.8203125	127342.3359375
2.3235294117647056	114224076.90136719	5594111.5625	0.0
2.3823529411764706	172713472.92773438	15922132.640625	373154.7265625
2.4411764705882355	281186488.74316406	32258603.0546875	1062793.0
2.5	467783926.9140625	71530587.046875	1748179.8828125
2.5588235294117645	764114733.6274414	149298685.3359375	4187824.4609375
2.6176470588235294	1237901272.7470703	316569264.4296875	10983006.21875
2.6764705882352944	1909233261.770996	582410113.4921875	31680924.34375
2.735294117647059	2744051075.4033203	979439434.53125	96611960.7265625
2.7941176470588234	3584312780.2333984	1537511414.2265625	242233193.8984375
2.852941176470588	4295282158.641113	2137196430.4921875	492663160.3828125
2.9117647058823533	4844909965.342773	2756789642.125	872846108.2734375
2.9705882352941178	5211206775.245605	3317726940.234375	1291776034.671875
3.0294117647058822	5444048161.007324	3873939646.03125	1722663429.7109375
3.0882352941176467	5432433643.815918	4434386409.5	2109168456.3515625
3.147058823529412	5078762198.075684	5100342975.6328125	2661829528.2734375
3.2058823529411766	4502862583.684082	5624381441.015625	3732572985.609375
3.264705882352941	3875386938.676758	5919839761.0546875	5271058251.375
3.3235294117647056	3180137325.2651367	5652312054.015625	6493512457.8125
3.3823529411764706	2451924161.5776367	4905675354.2578125	6643395245.1015625
3.4411764705882355	1858482211.9145508	4035321313.0390625	6113539003.796875
3.5	1303699892.9101562	3228200301.9375	5558222473.328125
3.5588235294117645	893016017.0161133	2535440576.6875	4635531785.9765625
3.617647058823529	586594301.2416992	1913662881.3828125	3299595358.6875
3.6764705882352944	365542279.16552734	1369141556.5390625	2372788777.15625
3.735294117647059	228403268.92382812	967220181.46875	1817740271.8359375
3.7941176470588234	137607730.61669922	627341416.8046875	1505949779.7578125
3.852941176470588	82989443.68847656	422814071.3671875	1200395620.8671875
3.9117647058823533	49674970.096191406	263401030.8046875	966051649.9296875
3.9705882352941178	28267381.39404297	163191479.7734375	746436992.2109375
4.029411764705882	17870622.513183594	107563524.8984375	495963522.3828125
4.088235294117647	11123484.307617188	68948429.078125	346809362.2265625
4.147058823529411	7395430.923828125	39298856.40625	219340977.0546875
4.205882352941176	4669022.3505859375	25224785.9375	152749680.0703125
4.264705882352941	3624054.033935547	15830593.71875	91078794.6953125
4.3235294117647065	1858294.7687988281	11757540.71875	60233327.1796875
4.382352941176471	1195369.3481445312	8418765.21875	39941406.1953125
4.4411764705882355	968594.4555664062	7097575.140625	19886866.8125
4.5	946260.7749023438	4171638.953125	17069276.1015625
4.5588235294117645	705772.6918945312	3492153.90625	11724014.03125
4.617647058823529	591323.2719726562	2413456.546875	8465308.5625
4.6764705882352935	528827.9130859375	2413640.9375	6193821.9140625
4.735294117647059	325471.451171875	893105.625	4155548.6015625
4.794117647058823	208437.8671875	1408810.5390625	4005927.171875
4.852941176470589	488169.7890625	1146764.3984375	2523681.9375
4.911764705882353	374902.146484375	663505.46875	3691226.4609375
4.970588235294118	716823.3383789062	1388833.1796875	7568540.546875
