X Mean	Y Upper Quartile	Y Median	Y Mean	X Center	Y Lower Quartile	Count	Y Std
2.809039254096662	4.435581222666761	4.066583453221987	4.001976014358377	2.8075630150895257	3.6288581772014634	1146	0.5797261511424355
2.8682062175728373	4.477566340003753	4.095187858954354	4.028285090578636	2.8663865445012906	3.6715807764511252	1534	0.5983917697259752
2.926559029937463	4.477527206767756	4.106137239492433	4.032671293906376	2.925210073913055	3.6893943107859166	2060	0.5914875184550965
2.985104967801275	4.484806134308548	4.104028252519305	4.02980751384442	2.9840336033248196	3.6590262664466513	2770	0.6036295052752315
3.044258070148192	4.484852554722939	4.099504980628846	4.039185555049939	3.0428571327365845	3.6849849276079727	3798	0.5739441493779023
3.1030188243647974	4.479797472354183	4.11337794957782	4.033913915679258	3.1016806621483495	3.681875993075889	5197	0.5889932388666824
3.162135519186507	4.461373042789271	4.076369175493688	4.009220640968256	3.160504191560114	3.6453949709757323	6804	0.5919648156486722
3.2206592104713847	4.456876545629715	4.086374101525539	4.017973053680691	3.2193277209718785	3.6648738062034187	9151	0.583226520746373
3.2793225435248163	4.444216105109069	4.066227257692207	4.006420200103848	3.2781512503836434	3.65098612496547	11871	0.5803318545790451
3.3381260477800665	4.4236105144380256	4.057244259246952	3.992159732607325	3.3369747797954084	3.6348342902190054	15679	0.5790030335394433
3.397075271247707	4.40173285820753	4.027088865657123	3.9671317193437456	3.395798309207173	3.6045879545507753	20187	0.5819597085330289
3.4556893274928058	4.356623994223254	3.984258162382845	3.930643806165844	3.4546218386189373	3.5693177985625733	25247	0.5832671742349506
3.514376108569008	4.332667932947594	3.9580136772308103	3.9075546696957497	3.5134453680307023	3.5459219689011956	31231	0.5816775028593796
3.573087252646716	4.27917710330573	3.9031051367004865	3.857832856362003	3.5722688974424672	3.498425658218773	37686	0.5847466972710677
3.631865748227092	4.229394236836338	3.8540697643983384	3.813796227393292	3.6310924268542317	3.4488539362314468	44335	0.5850816615243718
3.6904773916897184	4.192834132726137	3.81840244439078	3.780685119027805	3.689915956265996	3.411836521685835	50364	0.5853006303371787
3.749137538210339	4.151489278675332	3.773542094865013	3.7421050618375165	3.748739485677761	3.3701716831093025	56892	0.5845813373361747
3.8079093623335316	4.112437172382766	3.7385767937154135	3.7067229547860805	3.807563015089526	3.3331105675370525	61939	0.5844836633552628
3.866551755543203	4.094540489471502	3.713631686388123	3.684839147279455	3.8663865445012906	3.309047591919814	65390	0.5836802111546693
3.9253757628760915	4.063418354650338	3.694886039253198	3.661490263697839	3.925210073913055	3.297034234783075	67930	0.5771540516824262
3.9841615294916557	4.023277979977795	3.6758201066869614	3.6369096927842364	3.9840336033248196	3.27862681510476	68500	0.5637614137447075
4.042685608332151	3.9772092574238505	3.6388787101665243	3.602793225970268	4.042857132736584	3.2618711855455946	67905	0.5496634787227115
4.101426217532353	3.9342137090963467	3.6122502328906108	3.5731401899473885	4.1016806621483495	3.2424641099576843	64559	0.5344738156411596
4.159804351010026	3.885319606542691	3.5724041565313933	3.5327826862202945	4.160504191560114	3.209981668038182	58605	0.5253969329352288
4.218277295902029	3.839948413716786	3.531577206319072	3.4944189879909118	4.219327720971879	3.1830728999649125	49058	0.5134074597206133
4.276675084018701	3.8104004338217177	3.5092254933623814	3.4678907417209834	4.278151250383644	3.1614959234999205	37362	0.503262222396123
4.334923708698473	3.7893766907678303	3.4919075693937427	3.4491832080486122	4.336974779795408	3.1496938415287286	26007	0.48764486346241337
4.393029308477035	3.7743392923987082	3.485691657936719	3.4295389408526606	4.395798309207173	3.1367887444435736	16154	0.47142601061448003
4.451079108094413	3.7335994815369933	3.4753252430896757	3.40713393719004	4.454621838618937	3.1334715301896265	8528	0.4539123012119898
4.509105302941427	3.665381327593713	3.4458294229734108	3.36849880362121	4.513445368030702	3.1354119204112196	3715	0.4192922361513908
4.565487739912251	3.5875556596328635	3.366938262194984	3.2954848560961345	4.572268897442467	3.071823304394271	1249	0.4167324965722953
4.622642819639123	3.452271982975231	3.2753814857794374	3.2147399726248773	4.631092426854232	3.032935665302758	293	0.3773268108804253
4.680780005909394	3.3102269827078405	3.097191288422886	3.0403576745254255	4.689915956265997	2.697728620173769	47	0.37603168032553086
4.741726299497258	3.0515748302416625	2.988480342861395	2.959924425462755	4.748739485677762	2.8165769169113837	7	0.3303922128754397
nan	nan	nan	nan	4.807563015089526	nan	0	nan
nan	nan	nan	nan	4.866386544501291	nan	0	nan
nan	nan	nan	nan	4.925210073913055	nan	0	nan
nan	nan	nan	nan	4.98403360332482	nan	0	nan
nan	nan	nan	nan	5.042857132736584	nan	0	nan
nan	nan	nan	nan	5.1016806621483495	nan	0	nan
nan	nan	nan	nan	5.160504191560115	nan	0	nan
nan	nan	nan	nan	5.219327720971879	nan	0	nan
nan	nan	nan	nan	5.278151250383644	nan	0	nan
nan	nan	nan	nan	5.336974779795408	nan	0	nan
nan	nan	nan	nan	5.395798309207173	nan	0	nan
nan	nan	nan	nan	5.454621838618937	nan	0	nan
nan	nan	nan	nan	5.513445368030702	nan	0	nan
nan	nan	nan	nan	5.572268897442467	nan	0	nan
nan	nan	nan	nan	5.631092426854233	nan	0	nan
nan	nan	nan	nan	5.689915956265997	nan	0	nan
nan	nan	nan	nan	5.748739485677762	nan	0	nan
