[N II] Delta T	T1	T2	T3
-4901.9607843137255	422770441.5198469	24803225.531702846	0.0
-4705.882352941177	454717681.1895348	29784320.423590966	21122813.74544563
-4509.803921568628	536223983.0508206	9080334.418435032	0.0
-4313.725490196079	583825585.7867266	34332462.44812976	0.0
-4117.64705882353	624580371.3029855	12916555.930170175	8778295.361043992
-3921.5686274509803	752619213.0946711	17280041.161563627	0.0
-3725.490196078431	774554159.547821	18455704.452108406	14432999.670613002
-3529.411764705882	857187885.1332096	28261991.154684074	0.0
-3333.333333333333	957734600.1957903	37457005.62163253	0.0
-3137.254901960784	978751302.1267853	35539930.70358692	0.0
-2941.176470588235	1146014325.1055913	52225572.19330955	0.0
-2745.098039215686	1485463813.916083	69080218.71994315	32119262.345259424
-2549.0196078431372	1766514376.3298867	63545876.04804455	18957682.511804964
-2352.9411764705883	2526041889.15155	68155307.25132747	0.0
-2156.862745098039	3075981335.7919903	141808854.21809816	0.0
-1960.78431372549	4011460185.902724	191139604.7537948	25353877.040647514
-1764.705882352941	5774999011.515382	416656878.6782636	34618354.997067966
-1568.627450980392	8141082607.439513	817236299.5200821	92268654.09021994
-1372.5490196078429	11856821087.761198	1521951883.686092	136739702.34284583
-1176.4705882352937	17225764333.660717	3896557822.425611	233959330.10176343
-980.3921568627447	26173159214.117767	9002194040.856886	1039936869.677783
-784.3137254901958	38678407490.3726	21360897000.043285	3654612220.128344
-588.2352941176468	55851348424.62839	48961409094.84293	14897309525.724792
-392.1568627450979	74269139448.92064	96376749081.30594	58075063984.17988
-196.07843137254895	91336231340.14723	147644483700.08496	182895554616.03342
0.0	99702017190.54588	177737933610.51187	303225917763.9772
196.0784313725494	94957128396.38026	153399455060.44012	179378873113.33737
392.1568627450988	80150793455.78899	98418487976.51456	55188380330.18435
588.2352941176478	60402030190.08877	47629480009.974495	12730289638.469913
784.3137254901967	41608606005.96934	20233161734.99562	2590478862.025553
980.3921568627457	28039240321.8913	7288791457.781789	541777868.0490184
1176.4705882352946	18077288259.748188	2505260020.1878357	144601872.64631203
1372.5490196078435	11889522271.028503	904142033.4006948	70915170.52399385
1568.6274509803925	7760374840.190884	358967776.4948156	17274040.969420575
1764.7058823529414	5305203338.710915	136782736.8070043	0.0
1960.7843137254904	3781500511.643908	91606433.79480834	0.0
2156.8627450980393	2732554155.617191	70734145.81739014	7908953.5519951545
2352.9411764705887	1993956471.1322494	41771396.10200753	0.0
2549.019607843138	1479351507.8476262	0.0	0.0
2745.098039215687	1227376117.5349092	16123755.910394594	0.0
2941.176470588236	996544382.8352543	22779135.217433907	0.0
3137.254901960785	825636340.3269256	18585500.25884486	0.0
3333.333333333334	721783772.594992	22088715.46254833	0.0
3529.411764705883	575760269.1446335	0.0	0.0
3725.490196078432	539915322.1879292	8788435.392279519	0.0
3921.568627450981	435009458.57720494	5835468.561456017	0.0
4117.64705882353	396825850.81740206	5118301.443728593	0.0
4313.725490196079	314247125.3853791	5709280.898134436	0.0
4509.803921568628	357967992.29744947	18758626.91060855	0.0
4705.882352941177	288635864.972821	5170764.254192213	0.0
4901.9607843137255	259181613.4036844	0.0	0.0
