Count	Y Lower Quartile	Y Std	Y Median	Y Mean	X Center	Y Upper Quartile	X Mean
176	-205.753445393716	1318.7990331375436	269.66447146454266	572.9577363605636	3.6216678344652173	387.9755465639046	3.628333040744262
240	-94.92531407064234	763.1039460770629	318.4389968431278	366.5054479317069	3.660883520739727	768.3139648336801	3.6643374509520052
688	-294.90641930793026	1148.999682029431	58.00267413829897	289.669288477765	3.700099207014237	562.6265005142086	3.699106413658565
816	-178.60155095545724	1351.9930630238352	104.57344097667695	304.996923584051	3.7393148932887468	636.4725145813345	3.7394655300346358
1168	-255.3124054064674	1022.9195897887618	111.4684195455743	213.37066720583053	3.778530579563257	655.9202580661649	3.779583475900515
1408	-317.1252171979436	904.9186991488347	56.130922795964395	-7.351104593293676	3.8177462658377666	448.8680111362272	3.820079051865514
2256	-249.6314553787479	1159.420411985624	93.25974897667038	203.0417876843275	3.856961952112276	545.3095689476731	3.856826227412607
2160	-349.44646630160423	1036.117692582142	11.997665988021254	210.582283742073	3.896177638386786	605.888028800483	3.897035175399823
2544	-317.2359291778912	1026.5097317696166	113.37489695800923	192.44379265920222	3.9353933246612955	495.9662201871197	3.936737956212287
3376	-191.78194516889573	1128.447574840866	182.69933584244063	413.33265735216	3.9746090109358057	734.7931805121989	3.975739062888807
3984	-129.37971440354886	900.7917419566351	114.0338525486221	283.3149453009489	4.013824697210316	581.5624286259435	4.013134618475309
4688	-237.31880272353737	857.0146737800728	45.610882440046794	138.8790068024039	4.053040383484825	474.99477277385085	4.053166090053875
5568	-210.4334997703386	826.5108814976593	66.71360351574417	142.17074380682809	4.092256069759335	341.6886513521381	4.092044335062885
7968	-214.95945128439143	740.1692849070613	7.781630797442631	167.50179522023626	4.131471756033845	344.8421649355778	4.1325977191733445
12320	-191.30621090957084	689.6723705263204	20.261618231850207	131.967660320302	4.170687442308354	286.9613331753144	4.172181299551533
23536	-166.8392381748863	689.2842637714454	15.441042988840309	111.96653525783587	4.209903128582864	258.31595857512184	4.211905520537557
33984	-135.65629402153513	598.6529029545634	30.121044018758766	137.4127767583509	4.249118814857374	228.1524112213533	4.2504224465601155
45152	-130.45501924068776	589.1366541847605	27.209990809603042	117.55721348132353	4.288334501131884	220.91138460243837	4.289259231406872
55168	-137.33542498195447	540.0283994319018	14.92769607562741	96.85044219902066	4.327550187406394	192.52905252381356	4.327871383213124
55968	-122.22221709177757	499.4863244340378	16.814071036777932	103.54965420045524	4.366765873680904	182.92867920049957	4.367119381166763
60416	-114.72434463810441	546.81883741554	22.517103074598708	98.79356512804458	4.405981559955413	179.84997824435277	4.406539138120494
65248	-111.47344539661026	463.92375754519696	9.268683860535475	75.2952984515244	4.445197246229924	156.75644724144422	4.445324890842074
65328	-106.3429129997894	447.18296627398735	1.4420097151178197	61.754862242738	4.4844129325044335	132.37066507186137	4.484313802067969
65936	-108.24676762580657	452.2025190172568	11.256110942599662	62.197019253984074	4.523628618778943	136.1370837876566	4.5236964922697815
63344	-102.13140411746099	425.6795667653857	3.588103590611354	56.85676177731965	4.562844305053453	117.10430330529016	4.563037023836655
64240	-94.9489478759042	427.6935732132962	1.7953493901513866	46.05421994614233	4.6020599913279625	107.38169016075335	4.602003956912788
62064	-87.21910504011703	400.44540811764807	1.6753998439726274	38.39906749706862	4.641275677602472	101.48036079126723	4.641280036638344
51744	-80.26628187711594	387.13053694002537	10.653472574218995	53.68508807502815	4.680491363876982	106.67743960354892	4.679749842326008
45664	-80.6855691302153	324.7681536244405	-0.34879746769047415	19.375402400297073	4.7197070501514915	80.39332375310823	4.720000952034393
47264	-82.30258326526382	284.1510118174013	-6.499186094139532	12.56438861443597	4.758922736426001	70.89259165909425	4.7595746890474455
56848	-72.75218087512349	244.6403075839726	-1.3121533208623077	15.90870148658438	4.798138422700512	70.46289077723759	4.798983654054289
57328	-72.24276710134654	235.52433395990698	-3.7614006514804714	0.6837057185377351	4.837354108975021	64.30612892877343	4.836922409194436
61648	-70.09880187597628	228.1354859721654	-5.9529005143758695	-5.801332923976209	4.876569795249531	60.26318563827954	4.877228645362162
71120	-62.17947230315349	166.30653002458823	-3.292515217573964	-2.4708886285419966	4.915785481524041	55.76573714674669	4.916030526206879
71152	-61.16194093432932	213.95196705832413	-3.739664810578688	-7.1544850109975995	4.955001167798551	55.218630225686866	4.954887921469038
65568	-56.3544768897973	113.48514808305025	-3.940844179821852	-2.789209861963281	4.994216854073061	50.20176092241309	4.994480568279684
75520	-54.130939825483665	135.77977911161472	-3.814076500486408	-7.958364615923006	5.033432540347571	44.06038561328114	5.033894705739515
73568	-50.11402691646799	140.67383539622517	-2.4643981958997756	-5.736539116195281	5.07264822662208	46.3704218016901	5.072210419661413
65392	-46.68144845409006	83.22048688218436	-2.4353538172799745	-2.5947754340796334	5.11186391289659	44.745920281004146	5.11128368704485
61680	-45.164783867983715	124.7517862965835	-1.1147091347047535	-3.6485794562087497	5.1510795991711	42.8844494709283	5.151108919198709
54608	-45.21465506037384	134.97353269450852	-0.3728789439628599	-5.337383262233575	5.190295285445609	41.93643573768168	5.189661920225231
44896	-43.551845631847755	123.06945116112547	-1.8886390401130484	-2.4592620394636784	5.229510971720119	38.776664787799746	5.228935957703137
35792	-43.64284552439676	169.50928124452275	-2.473763745643737	-10.252658563969357	5.268726657994629	37.505556141699344	5.267266921358275
24544	-41.322823158428946	134.66841240046747	1.5051122818122167	-7.293194635015691	5.307942344269139	41.98011712528205	5.305870245018039
16912	-45.916286181172836	86.50988208290717	-0.7854323972223938	-5.9985551071676415	5.347158030543649	41.374881184106926	5.346618305740662
14640	-48.92282928406348	263.2108383699676	-2.2257931996227853	-14.385306132267786	5.3863737168181585	33.517389634893334	5.385075826956026
10448	-44.03008883624534	137.78418257414145	-0.4414397325817845	-2.254866615189062	5.425589403092668	35.7819527885822	5.424042537365657
5824	-44.14395793391441	65.18282734492152	0.25877289786512847	-5.82213771077247	5.464805089367179	32.222625339770275	5.463644305120859
2512	-44.91604397678202	145.7122236911872	-2.0984268617285124	-13.466731661805653	5.504020775641688	44.88537228848509	5.5002690211110465
688	-64.30862342511318	175.39847365959835	-15.398425977809893	-58.60860371541982	5.543236461916198	29.601507733274047	5.541276168940475
432	-50.567406777807264	193.88288456137326	1.667952820946084	35.00588133679845	5.582452148190708	56.81041624787031	5.58161060414105
