T([N II])	T1	T2	T3
5098.0392156862745	4260922705.9277344	867651499.5976562	35814153.46875
5294.117647058823	4814268303.720703	1101195882.8554688	45984413.875
5490.196078431372	5552392887.716309	1286440061.5664062	77166397.40625
5686.274509803921	6323555769.410156	1637998437.5664062	95262364.4453125
5882.35294117647	7539106462.963379	2103098464.1328125	125840698.9296875
6078.431372549019	8753865102.056152	2657729670.8984375	164484427.9453125
6274.509803921568	10272235046.382324	3522322930.2226562	180855705.6796875
6470.588235294118	12005480694.128418	4385022998.6484375	324079105.6953125
6666.666666666667	13627769277.025879	5698968448.402344	465842990.6640625
6862.745098039216	15462757792.920898	7147692401.078125	770750270.171875
7058.823529411765	17185014170.424072	9072481439.460938	1094258523.9375
7254.901960784314	18934034547.203613	11556090542.050781	1632399077.7890625
7450.980392156863	20705726657.421387	14574877943.171875	2575905580.0078125
7647.058823529413	23299600882.895508	18215786558.242188	4190109635.8828125
7843.137254901962	25365240996.587402	22572254379.36328	6261750131.6953125
8039.2156862745105	27859652484.654297	27496830534.20703	9892235093.554688
8235.29411764706	30276412718.53955	32575330664.28125	15302328869.789062
8431.372549019608	31655268798.98242	38007616951.98828	24181599166.046875
8627.450980392157	32834904721.179688	43335215408.52734	35894402859.33594
8823.529411764706	33934782025.34424	48495043193.59766	50792505517.38281
9019.607843137255	34543620068.02246	52516410761.453125	65188292762.828125
9215.686274509804	34888850317.22119	54959861813.82031	75696432967.67969
9411.764705882353	34311992928.850098	56275744515.46094	76023330566.20312
9607.843137254902	33262566490.487793	54583809403.69922	70185972458.91406
9803.921568627451	32082503236.857178	51860409538.33203	63097533316.38281
10000.0	30230574188.59326	47343929333.515625	55645555280.296875
10196.078431372549	28533888506.765137	42208723542.39844	49370122759.96094
10392.1568627451	26046781363.76758	36290037406.40625	42225448028.30469
10588.235294117649	23759096801.611816	29957518499.996094	33591078729.625
10784.313725490198	21522130878.569336	24379113345.234375	27607063733.179688
10980.392156862747	19362930617.99951	18753674644.226562	21591517863.15625
11176.470588235296	17053711235.119629	14200412257.144531	15904705356.554688
11372.549019607844	14979537363.90918	10892931250.574219	11521533559.367188
11568.627450980393	13282457210.722656	7968218170.019531	9117865004.117188
11764.705882352942	11424360926.75	5711875528.910156	6673585879.1015625
11960.784313725491	9788090776.262207	3997116747.8828125	4712006543.6484375
12156.86274509804	8427640392.759766	2803823119.5	3133743926.8203125
12352.94117647059	7337154668.5	1951980521.0976562	2367300714.234375
12549.019607843138	6509295996.009277	1284509902.4609375	1712303530.8671875
12745.098039215687	5573079235.577148	969939637.2421875	1159299555.875
12941.176470588236	4869552784.040527	621318444.3828125	717353135.5078125
13137.254901960785	4221136471.6674805	466799660.70703125	591740526.3984375
13333.333333333334	3714933480.0097656	354130547.7890625	457432358.2890625
13529.411764705883	3182414201.3515625	257395148.81640625	345114668.390625
13725.490196078432	2782847742.661621	170939856.33984375	185642835.6640625
13921.56862745098	2460772001.769043	124382481.37890625	121061844.28125
14117.64705882353	2149270376.1401367	102456486.3125	126936492.8203125
14313.725490196079	1898616280.9458008	76908266.95703125	104212513.1484375
14509.803921568628	1690401764.5893555	41984807.4375	53479647.65625
14705.882352941177	1504258279.3955078	42347512.55078125	77509478.1484375
14901.960784313726	1413075957.6328125	37286473.8828125	64220835.5703125
