T([S III])	T1	T2	T3
5098.0392156862745	415385587.9136658	14072494.061279297	12835847.890625
5294.117647058823	530495654.27163696	2141997.240234375	3820431.45703125
5490.196078431372	738356540.7028503	13729734.875732422	9111007.477539062
5686.274509803921	994638758.0741272	8207649.3486328125	11315914.212890625
5882.35294117647	1436976097.0368652	7406903.927246094	0.0
6078.431372549019	1837192260.8396301	9397478.775878906	5583276.1328125
6274.509803921568	2567546546.323059	8777173.102783203	19092120.752929688
6470.588235294118	3569244011.3835754	26109146.428222656	13289831.420898438
6666.666666666667	5152299966.336548	98164493.18041992	11077805.247558594
6862.745098039216	7420695671.767639	393893217.21655273	38629913.77783203
7058.823529411765	11041978540.43686	1395763766.3789062	212515316.32226562
7254.901960784314	16575315281.800873	4006509095.670044	818730720.8991699
7450.980392156863	23716021762.69052	10636321287.687866	2595875465.8829346
7647.058823529413	33903490010.790314	23686018863.996582	8208773827.625244
7843.137254901962	43772819491.10095	44171662349.94226	20592765815.39868
8039.2156862745105	50780876519.00906	66945628617.130005	43967348245.275635
8235.29411764706	52632121300.18732	81212295157.53186	72816141689.4563
8431.372549019608	45943366944.85547	75056794465.1372	87972866605.38623
8627.450980392157	35439690921.06094	54050556377.86963	75907815012.58203
8823.529411764706	24543744431.868454	31336066404.977173	49494416705.66284
9019.607843137255	15210545042.007965	14155719976.248657	24083113469.68628
9215.686274509804	8978644548.39508	5170513644.229004	9523469901.460938
9411.764705882353	5497219786.127014	1938365832.9841309	3388778311.5429688
9607.843137254902	3263027733.79541	572445229.7131348	982753406.4692383
9803.921568627451	2026744186.1140747	194154670.81054688	424364102.0361328
10000.0	1390080280.9116516	70675867.60644531	338151907.0019531
10196.078431372549	950331808.0254211	32091455.912597656	203667064.2734375
10392.1568627451	681735750.1577148	31057474.982910156	150668735.22265625
10588.235294117649	446010679.839386	10862301.662597656	166764252.55029297
10784.313725490198	340342197.06936646	18086186.204101562	207275224.6508789
10980.392156862747	268074228.2557373	5671685.39453125	90973434.81542969
11176.470588235296	205484249.61968994	24063182.010253906	85459651.21972656
11372.549019607844	156631402.53689575	17470529.14453125	114726189.63769531
11568.627450980393	122647510.044281	13893159.343261719	107069048.18945312
11764.705882352942	98327201.74273682	7449420.4052734375	84381893.40771484
11960.784313725491	82523220.2220459	10224455.502929688	86127221.12792969
12156.86274509804	69152294.81774902	10620233.603515625	66767685.98388672
12352.94117647059	60888749.40219116	8990934.553710938	27774032.83984375
12549.019607843138	54569005.661621094	2295899.5	43966347.2421875
12745.098039215687	43986005.910980225	3552845.2626953125	48770754.08984375
12941.176470588236	36342055.71008301	6656456.37109375	35277382.19433594
13137.254901960785	31009249.006103516	1542121.431640625	15757518.029296875
13333.333333333334	30490368.876037598	6022554.9375	35076878.31640625
13529.411764705883	24398263.82321167	6307459.1328125	23301906.583984375
13725.490196078432	22287713.90093994	2288062.986328125	30993610.853515625
13921.56862745098	18154867.432128906	4070845.1572265625	20742849.584960938
14117.64705882353	16667115.588439941	0.0	4683088.904296875
14313.725490196079	12504727.155212402	0.0	21528933.216796875
14509.803921568628	17591289.261383057	4627037.761474609	19869516.873046875
14705.882352941177	12398703.105957031	2320025.947265625	18877849.049804688
14901.960784313726	13705275.1663208	0.0	33759639.951171875
