Y Lower Quartile	Y Upper Quartile	X Mean	Y Median	X Center	Count	Y Mean	Y Std
-700.1715048968454	672.696449444752	3.62150252093634	77.59736425728795	3.6216678344652173	348	17.373975564434115	1456.8322619098776
-817.2279905245769	857.2386855393288	3.6613786195094398	-152.81640418335246	3.660883520739727	388	28.797621751644684	1545.1155359455288
-667.6656907712195	1021.1828580736928	3.6995560093774613	99.35593988365362	3.700099207014237	488	238.07728640004697	1357.5257311749037
-864.7088718247155	755.4424412146745	3.7397660162784665	-75.00474758940743	3.7393148932887468	636	-58.25465974556818	1486.0054006100397
-537.1276403392362	850.0675872294723	3.7780866034895277	133.6744988879285	3.778530579563257	776	174.4266876985291	1403.1460871213903
-491.6147289767996	863.4154448410691	3.8185046987188156	28.948507669130777	3.8177462658377666	1128	165.8012870608822	1352.9664035236262
-551.2463160203915	862.6247473149069	3.8580489166007954	71.0643629657352	3.856961952112276	1260	162.28659256178057	1452.1641633012323
-573.138909946686	886.6250384741139	3.8966605884025314	105.19380180765438	3.896177638386786	1572	187.77952244165675	1518.1362366918956
-483.87025896639625	862.8462368582659	3.9362565606799857	93.37595936384903	3.9353933246612955	2044	231.86012148723736	1361.9923582263964
-384.12192035516205	923.5693865000267	3.9756842263931076	105.86279144599993	3.9746090109358057	2420	275.24869804443455	1250.241420422871
-351.3486148032853	848.4982268829026	4.01431239795631	127.17242991978492	4.013824697210316	2972	290.09804596367184	1297.3894667245704
-394.9448176200716	650.4068328145888	4.053814203661899	52.15301952119394	4.053040383484825	3632	170.61703065522252	1202.4619303006818
-339.5962843939942	644.7298215851151	4.093232108300793	59.25387579281369	4.092256069759335	4952	207.59100424597122	1147.3695753861002
-283.92425806513256	576.8140165058194	4.132776605528628	85.78014523121914	4.131471756033845	7028	221.14070284577613	1027.2682464935458
-280.57259071816316	479.0388655368788	4.171918560145087	44.512599258884464	4.170687442308354	9816	153.47329790556478	951.813743728533
-266.44974150383314	488.39607160114883	4.2108957297280485	74.08420412669693	4.209903128582864	14748	186.04529054146514	917.097317803515
-235.01898589283155	457.533399489627	4.250083852191167	75.24140614433782	4.249118814857374	19692	187.52317978550718	836.8256299641874
-211.54253111502112	451.7088615084731	4.2890982630010654	81.12337559812204	4.288334501131884	25420	202.93247042815358	840.5960429303778
-199.81290603792877	446.1154816928847	4.327831166628148	79.08184725966385	4.327550187406394	31316	197.8413039755093	796.7662104459522
-192.32740203725234	438.751356894099	4.367058439082897	76.43782495423193	4.366765873680904	34544	214.96618697650257	784.4485173355062
-190.1059838496035	391.9723081412708	4.406323955361219	62.88992978207034	4.405981559955413	37472	182.55772813100953	758.8202136343776
-179.7267757131649	376.9695423541325	4.445304605593018	59.961880969348385	4.445197246229924	39292	182.84433598226093	727.8769333028164
-172.1670914228971	348.1142592519045	4.4842889106506165	55.833672095480324	4.4844129325044335	40572	181.29307322438908	727.5909475846813
-167.41640649505098	332.4513029976688	4.523507533549285	53.95850050003264	4.523628618778943	40524	168.2527842900561	692.8827061696337
-152.11793604601644	314.4396885321012	4.562624230222597	52.26604097703603	4.562844305053453	40532	171.9362141002056	687.345643724582
-164.77223543074342	280.98844263410774	4.602110932489401	37.34743457099921	4.6020599913279625	39900	143.44924293745206	667.5096096860894
-150.04170652221478	269.12436976716936	4.640882937628209	45.61264164599197	4.641275677602472	38912	144.06034581875048	662.3673962371967
-147.852242772178	245.80862258158072	4.679769189530097	30.09443730140083	4.680491363876982	34688	120.13748148985044	616.9143506114289
-144.8174345710613	225.16368695043093	4.719617724340984	26.30648691485021	4.7197070501514915	30996	118.72114942436289	587.3631259120808
-145.71045288693313	197.1934146282947	4.759148325895499	14.364989456113108	4.758922736426001	32248	93.42259889909121	570.252135407974
-141.60290100678867	173.10247864778194	4.798735004266758	10.173296218903488	4.798138422700512	39276	71.69609334158297	544.5925790582614
-133.99092930052052	164.22266535932795	4.837396843406592	8.891469619093641	4.837354108975021	41056	60.3738938178119	496.4213558361208
-131.93314809711728	140.03542198021046	4.876973069184628	0.03247238474386904	4.876569795249531	44976	46.54696066130627	453.775132328481
-122.67442214870425	132.10083309090442	4.916046961585334	1.7795574514193504	4.915785481524041	52804	34.996522017625445	423.3705140470215
-115.57465224303814	125.50638931315734	4.955036911840138	2.409072951735652	4.955001167798551	54260	21.886244923501653	453.66660902217956
-116.246974674983	115.70799551424989	4.994409299925422	-1.2616411919952952	4.994216854073061	53620	18.235863505162616	396.95033078054735
-111.40061462994345	103.34125316147316	5.033866979539645	-6.161085863432163	5.033432540347571	60780	7.9045171096061555	377.93611379672285
-102.09965072280647	95.9708719003238	5.072450064970655	-4.545131916722312	5.07264822662208	62552	0.9193671032492862	322.0913079154625
-98.49474194461436	92.38115139373713	5.111547821878795	-4.409561247377496	5.11186391289659	56580	1.3563774288740813	307.58571011984355
-98.43913683070969	87.660057678655	5.151045140355376	-4.382226215886931	5.1510795991711	54744	-4.394844509611625	328.9839926349865
-92.52317888215111	85.02392414148017	5.189643996470592	-2.539528975568828	5.190295285445609	49228	-6.3289585107274915	333.1855641856081
-90.92797856953712	80.9476426454494	5.2288372697433845	-0.989211985928506	5.229510971720119	41856	-10.22502252111978	333.0105909699588
-89.34339669522569	81.51245534889676	5.267669053929116	-0.41053973799807864	5.268726657994629	33440	-10.933908686063125	292.19923021468253
-84.10664916413953	81.61597073286794	5.306485977780842	1.0238751906872494	5.307942344269139	22856	-11.90337543629163	341.8691840492326
-85.42989622935602	82.65708098800314	5.346659095263589	-2.0218306795263743	5.347158030543649	15960	-20.46521415493989	334.60932301617805
-80.59166681640636	78.02520711856414	5.385733596270766	0.2611816436501613	5.3863737168181585	13576	-10.52897053990091	327.2552277916933
-81.48872473083611	74.28897210563628	5.424587929376213	3.3634170652167086	5.425589403092668	9964	-12.71955861383104	351.95125952479214
-79.99484608691455	75.3681963741601	5.463277717803419	-0.481969837050201	5.464805089367179	5164	-2.184013397140964	264.4711649856075
-77.15742920135926	86.04954947582883	5.50042171374844	8.544712160195559	5.504020775641688	2508	-29.13000676270858	445.80663899485745
-75.87915395610435	86.7165835641008	5.538338904259813	4.788014268213374	5.543236461916198	664	4.072426635380516	286.1992322246019
