Y Std	Y Upper Quartile	X Mean	Y Median	Y Lower Quartile	X Center	Y Mean	Count
nan	nan	nan	nan	nan	3.6216678344652173	nan	0
nan	nan	nan	nan	nan	3.660883520739727	nan	0
nan	nan	nan	nan	nan	3.700099207014237	nan	0
nan	nan	nan	nan	nan	3.7393148932887468	nan	0
82.30704735679866	-167.2397239330894	3.770926687817589	-249.54677128988806	-331.8538186466867	3.778530579563257	-249.54677128988806	8192
79.36490212544562	-30.239431564747065	3.8124655340627442	-120.96734841754915	-224.50227658832955	3.8177462658377666	-125.23635219020859	12288
36.49543367355656	70.07632419086258	3.862611998758025	5.615694785283267	-15.793952276191703	3.856961952112276	19.966022233318046	12288
11.871819975812842	-1.2963058432087564	3.8965894458138597	-24.62376946929362	-27.99674519153814	3.896177638386786	-17.972273501346837	12288
53.76523440843266	-6.41642158391187	3.9287249433689455	-60.18165599234453	-113.94689040077719	3.9353933246612955	-60.18165599234453	8192
57.783783184694165	22.12101261771022	3.967510158024144	13.049360206785423	-67.45840548371962	3.9746090109358057	-21.397911269256657	20480
82.47393341572187	1.9098519624603796	4.0134405557035695	-39.95595696844066	-79.87707119866354	4.013824697210316	-26.208864470969793	28672
59.593120696309406	43.12564983212587	4.059212104542704	9.08977518188567	-4.721601292604646	4.053040383484825	29.314273357635557	16384
10.614139390073438	-22.1065928854091	4.087480933858602	-27.54478258527797	-30.998174355317587	4.092256069759335	-25.559984655448716	16384
64.4397987501156	78.37011494993567	4.135925749097978	-16.338867612885224	-60.291608752500906	4.131471756033845	-1.9813790751151308	28672
66.12997682768705	58.82762772980095	4.173226826788503	20.818181443708454	-8.210654734535638	4.170687442308354	11.827578712870592	36864
42.91196843782386	5.717378760309657	4.209894622311375	-6.601230622141884	-35.049698758815794	4.209903128582864	-14.089881679799156	77824
36.22619487178634	23.818680638534715	4.250796129011696	-1.2392584544195415	-28.83191578492915	4.249118814857374	-3.043162912118398	110592
39.85500650503081	24.504966133576545	4.287581464424385	-2.5388098465009534	-24.517075530222883	4.288334501131884	-0.13239394208920072	114688
33.92572694749248	22.404065468885165	4.329732654730315	6.390439087366758	-14.873401466587893	4.327550187406394	-0.06267457966269235	118784
36.46606367117142	12.475800526826788	4.363738941825199	-12.72089387775759	-33.069455805300095	4.366765873680904	-10.685989632662173	106496
29.404357204645134	21.485730418075946	4.405406835369409	3.4856862523870404	-13.464483812467734	4.405981559955413	1.6110541409898056	122880
30.894584193467303	13.377551429024606	4.445458401020055	2.0324954595507734	-23.559554895768088	4.445197246229924	-2.5945973787548287	126976
27.906271213284946	13.175837762992614	4.480898643725022	-1.8338692936604275	-11.933983322466702	4.4844129325044335	2.0927648642472962	114688
26.341817118986725	15.252616648835101	4.5255362055333554	-8.0184172232548	-15.32259729476391	4.523628618778943	-0.5567994752921516	110592
22.35262882575797	26.360334927854637	4.562730076888824	5.064996680519471	-13.800715516097625	4.562844305053453	5.055587297092643	110592
23.871744719564994	8.166766533937789	4.605729931385785	-1.197719691527709	-19.04597396963436	4.6020599913279625	-4.35210903949049	98304
18.031964957639623	13.860700116587395	4.644019745239586	3.966050240855111	-7.88136390627551	4.641275677602472	0.8190694672841504	94208
20.545806126628833	13.765326909095165	4.685609675200249	-0.8286109235177719	-16.359985326429523	4.680491363876982	-2.8028275684930404	106496
24.649564598139783	15.083579534342789	4.720360351249753	7.473545954388101	-9.608755066376034	4.7197070501514915	-0.027481726349126094	36864
