Y Upper Quartile	Y Median	Count	Y Lower Quartile	X Center	Y Mean	Y Std	X Mean
473.0398821441195	11.563770814751052	324	-370.2104797061347	3.6216678344652173	-54.64672991986501	1627.2706194440952	3.622659361076143
778.2716242653805	177.13230476712752	392	-695.9799340236041	3.660883520739727	69.11563922062922	1539.8072011554889	3.6630243050669415
820.508920231332	112.41738347323309	500	-625.1439207452195	3.700099207014237	119.78203890014444	1569.0643803131957	3.700059690994572
896.0562899356455	97.01229858393344	700	-622.4204370288862	3.7393148932887468	156.77398355894906	1559.301035556642	3.740420592141245
1105.7799251517063	54.69461258674528	892	-525.807135806026	3.778530579563257	289.56720429724544	1586.2426205634865	3.7788038197945193
571.3827063409699	22.018663834620384	1092	-549.1383171829848	3.8177462658377666	50.92624698687026	1199.0035537477938	3.8183547713242376
863.0363456390669	129.76152860110597	1296	-442.45428102606866	3.856961952112276	300.40047032972046	1361.6498504337985	3.8583985220200723
898.4296134072547	141.01376830403842	1572	-416.70470493916673	3.896177638386786	204.98180310789678	1425.5733161816026	3.8958368747506045
859.5830808113096	87.51514720071202	1964	-492.59027122634507	3.9353933246612955	264.1555469562289	1370.851987034423	3.9349991404993396
1087.7615825702705	144.01264014370116	2424	-473.15473570855556	3.9746090109358057	292.188146001326	1441.2774045280364	3.975261986270471
838.0952627950683	121.7407275730393	3012	-346.58917114272936	4.013824697210316	255.5307142588004	1247.2720907248809	4.0139928931853905
772.4745457196768	78.8284766646733	3836	-357.9704763321988	4.053040383484825	245.0117168288508	1205.8259747930424	4.054000527873691
660.2846227377013	68.86908759141306	4728	-337.3322270407898	4.092256069759335	195.42259600731043	1174.3268571733986	4.0931659436827355
547.9282554039792	80.84063841657274	7012	-291.45685025921375	4.131471756033845	186.8805175314332	1013.4764004883566	4.132261434382234
498.78101091599456	43.14948650370678	10280	-275.11710672318713	4.170687442308354	173.0068677420757	1003.039517026628	4.172170108226759
499.23493474753013	61.713535418931315	13956	-261.5373821903522	4.209903128582864	191.89795671274715	919.6498129033946	4.21133272198533
467.10292997224315	66.1650539365055	20244	-242.85701742810943	4.249118814857374	193.1191922541748	862.7109537816671	4.250170217930653
430.6439504337668	60.64368845050376	25700	-231.79454700284987	4.288334501131884	176.8859785051562	839.0355982359436	4.289165713764008
448.2411195063478	73.33813071268878	30528	-213.17721628835375	4.327550187406394	194.6840423222208	830.2465582944922	4.328126482364131
425.38603898539077	70.3035202436121	34612	-209.77385121775114	4.366765873680904	187.89089491221506	758.6555670118163	4.36713310851649
418.14906774498104	72.87488529512848	36876	-177.03565701013213	4.405981559955413	202.51208238026905	786.0655684429381	4.406175759211077
368.4805306396538	63.517297731130384	40060	-177.63978388035503	4.445197246229924	182.8165117060493	718.5875597560298	4.445209385060541
358.62066772208254	55.2908880403229	40260	-168.69060867048574	4.4844129325044335	182.56975409675337	724.0939170579647	4.484652607635954
330.3153971569427	53.23725097737952	41396	-167.10200410382458	4.523628618778943	172.66956088164184	710.7295386539334	4.523731641839968
313.93799498610133	49.96152426020126	40228	-163.7830533868737	4.562844305053453	159.48666025683434	694.4391472701739	4.562829345342422
288.51530381892553	41.57662116211941	40648	-154.03967062959146	4.6020599913279625	153.74747647643042	671.5337703323268	4.601985305033548
266.8869371561541	42.91010755755815	39476	-150.75137878194255	4.641275677602472	149.4947676454608	661.1657193274291	4.641067026181702
248.6604358600291	38.339059640817595	33920	-145.0473957527538	4.680491363876982	126.2422006521531	637.4536359030083	4.679934337466505
216.8718188680532	25.96830947572198	31212	-148.42283206057982	4.7197070501514915	113.79724050919559	577.6709769610208	4.719455929904947
197.1628865703069	11.39785042377116	32512	-148.6930461724462	4.758922736426001	85.78089244464934	569.7772117807904	4.759272772996838
179.001176346972	14.32754259102694	38600	-134.84051447949878	4.798138422700512	76.00325230672902	537.4359074893101	4.798675846684459
157.05540722801197	6.480440328321038	41432	-136.72564570365284	4.837354108975021	54.675534223688864	495.5182885583453	4.837395626215262
