[N II] Delta T	T1	T2	T3
-4901.9607843137255	9681517.760932844	11548824.385974415	34235996.03033541
-4705.882352941177	11499881.951475643	0.0	37656871.90278263
-4509.803921568628	9171242.055178484	2536050.507830018	29101902.814581994
-4313.725490196079	11068633.352582056	10376890.325330878	36029476.83588452
-4117.64705882353	7722545.792187812	0.0	29693790.127016217
-3921.5686274509803	20978340.773737717	8820347.516980778	49813764.639369935
-3725.490196078431	12159933.31329256	7243991.283341343	65418404.84067345
-3529.411764705882	21497134.104546033	5818689.9886480905	44641679.46797632
-3333.333333333333	19397783.869547337	13775158.970578834	66763934.25283545
-3137.254901960784	24581062.746778723	8488226.209531955	10288194.220737804
-2941.176470588235	30949869.088600136	16198605.062318785	76835121.66746981
-2745.098039215686	57822124.68618518	24418495.01837923	38141337.86955304
-2549.0196078431372	56826684.09106287	12241536.33173334	86922212.00888516
-2352.9411764705883	106110881.5717438	28498982.091193598	69467407.55286537
-2156.862745098039	138660008.2721617	50032336.37319924	99150087.92031667
-1960.78431372549	229735056.7718435	37336847.50846087	94957777.13505708
-1764.705882352941	335837404.8835643	83685170.43624319	101539876.66951682
-1568.627450980392	546336442.0260494	139479504.0676838	190711498.29174152
-1372.5490196078429	774961070.7064557	223744911.88377976	279373163.93260473
-1176.4705882352937	1199395606.1038191	519526066.34426683	429214239.5172535
-980.3921568627447	1569189402.6241674	913520623.1700816	664557537.1476723
-784.3137254901958	2154669637.978787	1745766941.8576412	1215402239.598641
-588.2352941176468	2858628402.891344	2952502594.73421	2544096927.6972656
-392.1568627450979	3453746582.8726997	4494093931.852714	4121202865.1218243
-196.07843137254895	3875971640.0557365	5910138271.279617	6012368733.531358
0.0	4116627952.39639	6735988335.578892	7252423118.347633
196.0784313725494	3856185615.1403737	6095539084.634528	6409137269.062015
392.1568627450988	3557479179.624272	4236833315.118427	4349028680.332427
588.2352941176478	2837181830.3167596	2681925120.543579	2174686480.8060594
784.3137254901967	2148806918.233111	1541052752.1002874	1021523987.9174725
980.3921568627457	1615040359.5330894	650538334.5407789	388625439.4463478
1176.4705882352946	1072847897.5757184	375955326.1402445	200400536.20255068
1372.5490196078435	716515888.6084969	151960681.55214307	100309430.64480408
1568.6274509803925	434137235.54203933	46608181.30061985	83097660.21032986
1764.7058823529414	286361378.9236107	15253242.942534283	41167806.861693196
1960.7843137254904	175458685.50971293	15018090.62886374	21924321.196938768
2156.8627450980393	95034576.37644976	10681127.801140899	4565256.011812392
2352.9411764705887	69778798.66026063	4810535.835772455	24225997.30175747
2549.019607843138	38333005.85804002	0.0	22388660.199931294
2745.098039215687	23902522.8007098	2877691.3296722746	0.0
2941.176470588236	7929735.859569893	0.0	41878510.04387309
3137.254901960785	6976428.603321801	1832788.579698183	6664374.2988972245
3333.333333333334	4155024.100300705	0.0	0.0
3529.411764705883	5167995.3670440335	0.0	11525732.347950462
3725.490196078432	2820098.005943574	0.0	5109785.72938007
3921.568627450981	4599034.713742455	0.0	4854277.135844272
4117.64705882353	1319188.724521568	3041361.5255739116	5791909.676080096
4313.725490196079	870890.1333979309	4972356.288046413	6144513.8291148385
4509.803921568628	1737672.0579572716	0.0	6017634.895687915
4705.882352941177	2622574.8392418767	0.0	5042112.042510266
4901.9607843137255	4025247.1035271985	0.0	10896962.034153637
