Y Lower Quartile	Y Mean	Y Upper Quartile	X Mean	Count	X Center	Y Median	Y Std
nan	nan	nan	nan	0	3.6216678344652173	nan	nan
nan	nan	nan	nan	0	3.660883520739727	nan	nan
-0.6031000478604551	-0.6031000478604549	-0.6031000478604551	3.7175952553303735	1024	3.700099207014237	-0.6031000478604551	2.220446049250313e-16
-0.09293853533060491	0.5531074963517653	1.4130214102115977	3.732589204177702	3072	3.7393148932887468	0.33923961417430304	0.6331316043628809
0.23348827471757455	0.5289067808431247	0.8817712391578313	3.772327323445395	4096	3.778530579563257	0.5863527330322811	0.3626625159207607
-0.10664447980954998	0.0797168263987102	0.040690329392732094	3.8068695046287218	8192	3.8177462658377666	-0.00235325439029822	0.48757738841714954
-0.10037507874956944	0.046288429612505816	0.2670651781768031	3.8575303367482325	4096	3.856961952112276	0.12040166981472786	0.2546275695710865
-0.3633999330907294	-0.19106253456752692	0.1038231051836007	3.8974577123323053	10240	3.896177638386786	-0.049279982518838146	0.38762906389985363
-0.3152100280504318	0.10500727818432375	0.3899626966340665	3.9332730573750156	11264	3.9353933246612955	0.06978005852248534	0.5521969180945239
-0.21466865585836592	-0.05287347858708573	0.10137265319695607	3.977851873892325	11264	3.9746090109358057	0.007304926394917613	0.22544064940236816
-0.3951015430959916	-0.10144919732573972	0.1072472703916217	4.021502437196012	15360	4.013824697210316	-0.2189920068648954	0.5479044792131763
-0.07972321036134596	0.03433452442211597	0.16085215138831832	4.053618305195567	16384	4.053040383484825	0.05281853497532098	0.2763150837469409
-0.16634837531676275	0.02834424385439	0.238498230831812	4.095926937055524	16384	4.092256069759335	0.12081224545506264	0.24639141019878627
-0.10239111116364799	-0.0070933195252527725	0.08097383112653225	4.135369546292712	21504	4.131471756033845	-0.007505789936143733	0.2858982841472236
-0.17138318307087513	-0.001812802690476131	0.04785947839650481	4.172210595069601	28672	4.170687442308354	-0.02928347319028826	0.2858569017929388
-0.14619472718378204	-0.03862897407189633	0.07859888523100045	4.21247483275949	59392	4.209903128582864	-0.037744674418217286	0.2337669132782839
-0.08016764723709571	0.009426709855005214	0.07797178666354991	4.25016088621956	86016	4.249118814857374	0.010700384160565905	0.17355072632852944
-0.10230665199127609	-0.01419825794844347	0.056127396727756455	4.287405940940808	89088	4.288334501131884	-0.016599063361300515	0.17494140487074258
-0.0788032299813578	-0.013385027048354821	0.058904285650874244	4.32658421232354	126976	4.327550187406394	0.0033246788381333736	0.1848990498552029
-0.06641546296748668	-0.013858009601378634	0.07347375329363401	4.365889831539997	119808	4.366765873680904	0.005067320825661101	0.16643926101141193
