[S III] Delta T	T1	T2	T3
-4901.9607843137255	12093442.34387387	9254786.582252413	6921713.192608988
-4705.882352941177	12551204.249471929	14615788.511302736	21901266.1760495
-4509.803921568628	10732716.959981598	5633967.683538758	15920622.681673156
-4313.725490196079	7284871.924728464	13900927.85120657	4326672.618420544
-4117.64705882353	5980818.394953952	4923889.886139097	12141762.41220425
-3921.5686274509803	10201041.464753777	9736865.348043503	3414254.6504072472
-3725.490196078431	4107981.8535874384	0.0	13696884.267569916
-3529.411764705882	4022328.761963687	4776540.474760182	14650384.222546367
-3333.333333333333	1180392.9159149984	10901589.005504731	7336117.159182253
-3137.254901960784	7823045.939511745	0.0	3343541.317640942
-2941.176470588235	6215461.562963067	6907253.774993587	15440208.613297788
-2745.098039215686	8612001.213498043	4564546.893539515	15011959.164039932
-2549.0196078431372	3518800.6131027127	11038675.717792014	14670458.983970359
-2352.9411764705883	8930973.97048122	2280066.8827358615	4428019.940463275
-2156.862745098039	14540988.34173086	14020470.655684808	12722099.77434249
-1960.78431372549	7720932.863863011	22607837.85577475	26572264.35180294
-1764.705882352941	10771352.854865914	19749030.883702893	35826274.166575424
-1568.627450980392	12499014.395351242	21282310.722226627	30960315.60093768
-1372.5490196078429	20289831.91497258	11324548.323920293	28339484.735994853
-1176.4705882352937	41957026.7095655	46708562.23138349	65826628.09908526
-980.3921568627447	103712217.95272663	82702343.08964853	88511171.02765816
-784.3137254901958	324778209.52930576	251871612.94203645	193254915.40215158
-588.2352941176468	924234044.6164577	652135378.9170126	464538102.805107
-392.1568627450979	2141270461.317607	2113793699.853763	1510703324.9560242
-196.07843137254895	3984714633.736617	4548675540.643106	4403585020.771995
0.0	5106948932.616299	6404977579.185104	7177767846.340066
196.0784313725494	3983780641.1285353	4549694880.835273	4778631466.363133
392.1568627450988	2113367195.2524831	1903240768.790575	1668556022.277732
588.2352941176478	972113381.600639	615829117.2921115	489776323.82308316
784.3137254901967	466630770.50825477	315796556.83968914	196288950.37562317
980.3921568627457	257274884.02527493	154290492.69557452	84700057.33267534
1176.4705882352946	239459681.9630861	107809134.32961027	42711845.932513185
1372.5490196078435	211429733.42493838	87106752.1060408	49583736.649252124
1568.6274509803925	173753952.40765032	102122626.27267444	35105617.42041744
1764.7058823529414	163528778.22758856	65653989.59856202	32403776.840732437
1960.7843137254904	137494735.95396563	68759645.64806092	31702487.90488356
2156.8627450980393	86267826.40384732	33523804.781129938	10975691.654118134
2352.9411764705887	51599113.04084887	35303305.835962616	28610086.39887578
2549.019607843138	37861824.47743975	32332734.10964293	25651308.163502038
2745.098039215687	24862484.49040873	30942859.728189956	10839323.546633564
2941.176470588236	10058918.443618232	20123055.88990975	33867044.12212213
3137.254901960785	16821623.018198863	6753924.676733949	7908255.0199564705
3333.333333333334	8178611.709468975	5725657.842984755	10452314.452104496
3529.411764705883	3905773.2627887772	16167683.244622862	14647923.881195614
3725.490196078432	6685683.148247476	0.0	6205211.886256726
3921.568627450981	2519473.6381157897	6739631.80672388	4321242.19188913
4117.64705882353	4044686.146412392	6760842.482911002	11070490.234863065
4313.725490196079	7818651.502868033	8270139.258211099	18185426.402240023
4509.803921568628	5227785.212673819	0.0	7323730.805758858
4705.882352941177	19651350.261349987	12456118.83469438	25136776.364321396
4901.9607843137255	17508243.711589105	4078151.195429194	3929069.9687182168
