Count	X Center	X Mean	Y Mean	Y Std	Y Upper Quartile	Y Lower Quartile	Y Median
704	3.6216678344652173	3.624251254966144	0.008997666868299715	0.08109146618554103	0.06240329726730424	-0.03559249226930504	0.010262892835648959
1184	3.660883520739727	3.662489849125971	0.009968620769879942	0.0974647717339558	0.06049992008848638	-0.05111374343680324	0.008000991588175608
1888	3.700099207014237	3.7015574866981953	-0.0027928450021164164	0.07302337263151219	0.042998395451252905	-0.046080145999041235	-0.003912420689806912
2560	3.7393148932887468	3.7403413489672857	0.006562296561589688	0.0796554881036125	0.051744431719671684	-0.03813861765656689	0.0016833194091947718
4352	3.778530579563257	3.780404731147478	0.00434975174965193	0.0744268005789185	0.047359042543068205	-0.04113592526827982	0.0036084333306514796
6272	3.8177462658377666	3.8180972891009635	0.004771555351914102	0.0810375209838876	0.047703835747504586	-0.0400551179230858	0.0022341879649907504
7280	3.856961952112276	3.85687121260246	0.008633596628372958	0.07131248397419271	0.04932599264342847	-0.036573641718412396	0.004967626055169717
9424	3.896177638386786	3.8968986724095025	0.006792344576382402	0.07001563299958902	0.03954945707592031	-0.031619331748626384	0.004307102993850128
11104	3.9353933246612955	3.9358837685295835	-0.0013465892548595263	0.06275558122583057	0.03612215077121709	-0.0397041734408847	-0.0008107753066215473
13504	3.9746090109358057	3.974897581480719	0.007630841439016509	0.082148228203036	0.038427642661477274	-0.035271035008593715	-0.0007583019021757001
15072	4.013824697210316	4.014133069250488	0.003948411360884501	0.06051663031746362	0.03694367536486541	-0.03309527788900554	0.0019173067595754595
16704	4.053040383484825	4.053261595955133	0.005404178168864391	0.06383150062251289	0.0359525622965783	-0.029890579655149744	0.0031687529131358807
18224	4.092256069759335	4.092571515172975	0.0009343826655648783	0.054253665722544545	0.03138361432655138	-0.031437595622939324	-0.00017187053990499419
23696	4.131471756033845	4.13255453556947	0.0029696817432027693	0.05140008273792794	0.03166941508525812	-0.029086465592150567	0.0004397310135822171
35872	4.170687442308354	4.1722984562091465	0.0022727436985424186	0.04505650069233498	0.027865634254749836	-0.023354995704537394	0.0022027338527430733
56976	4.209903128582864	4.211312964975343	0.002241936995671021	0.04546652262391923	0.024695419338753435	-0.023444646577153182	0.0004474603264710222
80416	4.249118814857374	4.249976430163633	0.000142946605032059	0.03737672121776902	0.022205920212615856	-0.022755598847545026	-0.0007333328240350916
100064	4.288334501131884	4.28900333742654	-0.0005736402779966162	0.03549407161656323	0.019852020827904826	-0.02138571788363476	-0.0007685400923042944
113952	4.327550187406394	4.327784792484696	-0.0005585114744017123	0.03179612733594102	0.01791779354816295	-0.01978968537097762	-0.0010838235172425787
114800	4.366765873680904	4.366733849140611	0.00010830145796234313	0.031153032245249214	0.017385153349953112	-0.017469341371349142	4.79651538203012e-05
115168	4.405981559955413	4.406011454539715	-0.00018990311742116402	0.02723741859099066	0.016606369651569242	-0.016718989873637274	-0.00011131294828591897
116928	4.445197246229924	4.44527464345258	0.00028304927967915446	0.027314059053962537	0.016031123756096336	-0.015507523798344088	-0.00023177878474721337
111824	4.4844129325044335	4.484280321470608	0.0002251022079932568	0.026462283507479673	0.014931650199232045	-0.015086155866913812	0.0002700401795889953
111760	4.523628618778943	4.523458145676517	-0.0001609511241781541	0.024831686559616654	0.014892333406239616	-0.01461860952292904	-0.00012276510714668865
105040	4.562844305053453	4.562696864041645	-9.84079483126247e-05	0.023260533432592767	0.014304186331640037	-0.015012087779845612	7.358566791153877e-05
99152	4.6020599913279625	4.602031632820024	-0.0005877818442224171	0.02322101188327441	0.014065579758937782	-0.015307615122551072	-0.0002482730501034633
91760	4.641275677602472	4.640931125790108	-0.00015054333132782946	0.02263320129074761	0.013598292110309294	-0.01396345738245673	-0.00033222266685140625
74432	4.680491363876982	4.679570925930471	-0.0002865149118129955	0.022154310316032363	0.013391151558295199	-0.013415482434393331	-7.195617352207685e-05
59600	4.7197070501514915	4.719651116493975	0.00028180154651848664	0.021277250549245223	0.013237674489892581	-0.013106042036580902	0.00010647302353515326
61024	4.758922736426001	4.758879049098113	3.153393482505896e-05	0.0216430255772539	0.01357387689969733	-0.013434429063305945	-0.0003224459164159366
68576	4.798138422700512	4.798648839364088	-0.0004221957825244005	0.020591232413827886	0.012149153734544135	-0.01303644446607425	-0.0006540397307645981
67984	4.837354108975021	4.836910419065389	-8.911373693712464e-05	0.019620438626217193	0.012449406646990499	-0.012518420083368087	-0.0001770067369481895
68080	4.876569795249531	4.877115058103577	0.00047244133968488757	0.019966149666599056	0.012680776262591146	-0.012287346324620729	0.000393411402391605
78320	4.915785481524041	4.91591192872409	0.0005402429316648196	0.02003213568110936	0.012804388428969488	-0.011926719781483202	0.00021910092922544733
75312	4.955001167798551	4.954839159136602	0.0001916546516642374	0.020712601300877695	0.01363088589672536	-0.01259777525604468	0.0001713815477097944
68304	4.994216854073061	4.994229442756276	4.9205498782626306e-05	0.02077046719581745	0.013316503935536923	-0.012906384120864959	0.0003636801840585629
77808	5.033432540347571	5.033786869688348	-0.0004129535303060431	0.02088378386681926	0.012821893608178833	-0.013864064169733839	-0.0005316214247636966
74976	5.07264822662208	5.072038714541319	-2.6386526015264967e-05	0.02043650065682267	0.01213060116441735	-0.012814307406176582	-0.0003006113993990675
66640	5.11186391289659	5.111232188889711	0.00029729832647518205	0.020670664385417283	0.01296576166836382	-0.01231324195981375	7.625881102594547e-06
61904	5.1510795991711	5.151161950566276	-0.00014859536439916325	0.0205833261560621	0.012230713136016662	-0.012725780071293897	-0.0002836468029654192
55296	5.190295285445609	5.189833150178044	0.0002517715236571348	0.021830029409988606	0.012936667181232975	-0.013426274802546108	-0.00014713397318381525
45232	5.229510971720119	5.229202713469783	0.0001180403129382772	0.021640842988362254	0.013065667796641275	-0.013128465814897343	0.0001403420117994083
35984	5.268726657994629	5.2675572333840455	0.0005422359951886615	0.022871233187773655	0.013631109661777184	-0.012574743193714447	0.0003052201884315395
24176	5.307942344269139	5.305911201978854	0.0008133231850911658	0.02548696088261684	0.014737371368057499	-0.014920227388925057	-0.00029611908329352883
17408	5.347158030543649	5.346530675789727	0.00017679989952796313	0.027004058128805204	0.01660982142620249	-0.017183168586727193	-0.0005002217530580589
14624	5.3863737168181585	5.385494429808346	-0.000930462203338589	0.029863566246447308	0.01503874553747496	-0.018143272971986632	-0.0014584575579679178
10448	5.425589403092668	5.424346617072003	0.0015934252523182963	0.029040778776468677	0.01779342094422142	-0.015675518894958957	-0.0003187171128323345
5664	5.464805089367179	5.463019620478469	-0.0005473907459429078	0.03077842654792834	0.015453587103510188	-0.01739619566906198	-0.0024911891227738974
2544	5.504020775641688	5.499142078036944	0.0009249228045290829	0.02588982902688752	0.014337942010566174	-0.014441678734367054	-0.0005689323904748885
672	5.543236461916198	5.539936256203047	0.005494170199272396	0.0289524524518123	0.022542734520497838	-0.018609050222617263	0.005368344836707631
416	5.582452148190708	5.582035144685649	-0.0001775315392494884	0.018235240992995054	0.011893995916767383	-0.01040561381289205	-0.00052995753228659
